,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PCHN,PEN1 y 2,PEN3,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,TCPI-L9150,TPC
0,1.6,0,0,39.679,1/10/2012,328.479,52.54,16.502,0,00,-16.48,0,0,0,6.754,0,0,0,0,0,0,0,0,10.108,6.622,20.287,0,0,0,33.638,0,0,0,0,5.2,5.2,0,21.1,6.07,25.662,25.662,11.39,49.965
1,11.1,0,0,39.417,1/10/2012,309.546,50.098,0,0,01,-18.311,0,0,0,0,0,0,0,0,0,0,0,0,8.716,8.154,20.078,29.809,0,0,33.378,0,0,0,0,5.2,5.2,0,21.3,6.38,25.662,25.69,19.886,43.139
2,10,0,0,39.722,1/10/2012,303.435,42.994,0,0,02,-26.368,0,0,0,0,0,0,0,0,0,0,0,0,8.687,2.262,20.126,27.749,0,0,33.858,0,0,0,0,5.2,5.2,0,21.2,6.5,25.801,25.606,19.098,41.23
3,7.3,0,0,36.665,1/10/2012,298.715,43.438,0,0,03,-20.875,0,0,0,0,0,0,0,0,0,0,0,0,8.709,2.262,20.126,27.36,0,0,33.617,0,0,0,0,5.2,5.2,0,21.4,6.3,25.745,25.606,17.597,41.109
4,6.5,0,0,29.661,1/10/2012,304.794,50.172,0,0,04,-22.706,0,0,0,0,0,0,0,0,0,0,0,0,8.782,2.469,20.319,28.056,0,0,33.407,0,0,0,0,5.2,5.2,0,21.4,0,25.411,25.606,14.484,47.389
5,8.3,0,0,39.636,1/10/2012,329.55,49.21,0,0,05,-21.485,0,0,0,0,0,0,0,0,0,0,0,0,8.687,25.093,19.997,27.666,0,0,36.897,0,0,0,0,5.2,5.2,0,21,0,25.411,25.606,16.388,43.15
6,4.3,0,0,39.668,1/10/2012,341.302,50.098,0,0,06,-18.067,0,0,0,0,0,0,0,0,0,0,0,0,8.907,24.769,20.287,27.805,0,0,36.618,0,0,0,0,5.2,5.2,0,22,0,25.523,25.801,14.887,50.546
7,0.1,0,0,39.606,1/10/2012,362.736,51.208,0,0,07,-10.376,0,0,0,9.065,0,0,0,18.11,0,0,0,0,8.775,24.592,19.175,27.916,0,0,38.747,0,0,0,0,5.2,5.2,0,22,0,25.718,25.745,12.69,44.093
8,-6.2,0,0,39.699,1/10/2012,419.306,49.284,0,0,08,-2.075,0,0,0,9.776,0,0,0,18.278,18.69,10.389,19.41,0,8.738,24.74,19.465,27.694,0,0,39.018,0,0,0,0,5.2,5.2,0,21.3,0,25.662,25.745,7.196,49.939
9,0.5,0,0,20.57,1/10/2012,470.733,50.764,0,2.3,09,-25.147,0,0,0,21.479,0,0,23.626,18.068,18.567,15.052,18.409,8.887,8.665,24.474,19.063,27.165,0,0,38.397,0,0,0,0,5.2,5.2,0,21.4,0,34.429,25.718,9.595,48.248
10,-1.1,0,0,43.515,1/10/2012,487.902,45.214,0,3.8,10,-7.813,0,0,0,6.918,0,0,15.34,18.319,18.543,15.235,18.567,17.48,8.687,23.237,17.999,30.811,0,0,37.067,0,0,0,0,5.2,5.2,0,21.2,0,40.246,44.811,6.995,48.595
11,-4.2,0,0,43.519,1/10/2012,508.523,49.21,0,3.6,11,6.958,0,0,0,24.815,0,0,19.538,18.319,18.763,13.538,18.604,17.285,8.76,23.119,19.175,30.227,0,0,37.688,0,0,0,0,5.2,5.2,0,21.2,1,42.028,45.395,3.497,48.595
12,0.5,0,0,39.019,1/10/2012,510.412,48.248,0,3.7,12,-7.813,0,0,0,9.502,11.198,0,15.354,18.152,18.628,13.587,18.336,17.578,8.672,23.591,18.982,30.477,0,0,37.428,0,0,0,0,5.2,5.2,0,21.2,5.8,47.483,46.453,9.284,48.595
13,3.5,0,0,38.956,1/10/2012,493.965,48.544,0,3.6,13,-19.166,0,0,0,10.828,0,0,14.834,17.157,18.653,16.492,18.165,17.285,8.621,23.178,19.063,30.561,0,0,38.338,0,0,0,0,5.2,5.2,0,21.3,5.84,34.986,45.702,12.799,48.595
14,10.3,0.2,0,38.87,1/10/2012,499.355,48.84,0,3.7,14,-26.368,0,0,0,17.35,0,0,18.526,16.835,18.458,16.602,18.226,17.383,8.518,22.707,18.853,30.199,0,0,37.997,0,0,0,0,5.2,5.2,0,21.2,5.84,34.986,45.702,16.7,48.595
15,-4,0,0,38.925,1/10/2012,484.618,49.432,0,3.8,15,-2.564,0,0,1.523,10.172,10.61,0,14.875,18.236,18.543,16.724,18.311,17.48,8.657,23.001,19.304,29.197,0,0,37.338,0,0,0,0,5.2,5.2,0,21,5.9,35.487,25.634,5.09,48.595
16,5.4,0,0,38.765,1/10/2012,443.865,49.284,0,3.8,16,-5.982,0,0,0,8.422,0,0,0,18.361,18.628,17.078,18.47,17.48,8.65,22.795,19.111,30.505,0,0,38.508,0,0,0,0,5.2,1,0,20.9,5.97,34.958,25.189,8.386,48.595
17,1.9,0,0,38.827,1/10/2012,448.321,49.876,0,4,17,-15.015,0,0,0,8.121,0,0,0,18.194,18.445,16.443,18.274,17.383,8.592,24.386,19.079,30.421,0,0,37.847,0,0,0,0,5.2,5.2,0,20.7,6.07,25.718,25.829,11.994,48.595
18,-2.4,0,0,38.761,1/10/2012,527.033,49.062,0,3.8,18,-5.127,0,0,0,15.258,17.897,22.723,22.149,18.348,18.506,16.797,16.81,17.383,8.599,24.121,18.901,30.7,0,0,38.087,0,0,0,0,5.2,5.2,0,21.5,6.22,36.906,28.751,12.69,50.517
19,1.9,0,0,42.251,1/10/2012,532.846,49.58,0,3.8,19,-10.254,0,0,0,12.414,11.717,17.09,16.202,18.39,18.763,17.029,18.641,17.676,8.657,24.798,19.385,30.922,0,0,38.007,0,0,0,0,5.2,5.2,0,21.3,6.2,39.996,46.314,13.092,48.052
20,-4.9,0,0,42.517,1/10/2012,518.406,48.84,0,3.9,20,-3.54,0,0,0,8.422,0,16.475,15.518,18.165,18.616,16.932,18.677,17.383,8.467,24.563,19.24,30.227,0,0,37.818,0,0,0,0,5.2,5.2,0,21.5,6.23,40.246,46.314,7.196,46.712
21,2.6,0.2,0.1,42.529,1/10/2012,471.594,48.174,0,0,21,-23.072,0,0,0,7.137,0,0,15.915,18.445,18.543,16.761,18.628,17.383,7.28,24.504,19.272,30.449,0,0,38.687,0,0,0,0,5.2,5.2,0,21.5,6.15,25.495,26.052,9.082,46.6
22,0.8,0,0,42.517,1/10/2012,408.595,49.136,0,0,22,-19.044,0,0,0,0,0,0,0,18.291,18.567,0,18.702,0,7.244,24.268,19.111,30.867,0,0,37.567,0,0,0,0,5.2,5.2,0,21,6.22,25.411,25.745,12.598,47.903
23,5.8,0.2,0,40.167,1/10/2012,366.836,49.95,0,0,23,-25.513,0,0,0.893,0,0,0,0,14.314,0,0,0,0,7.288,24.563,20.336,30.894,0,0,38.527,0,0,0,0,5.2,5.2,0,21.2,6.23,25.551,25.829,16.095,46.876
0,9.4,0,0,39.665,2/10/2012,346.527,51.282,0,0,00,-28.199,0,0,0.42,0,0,0,0,0,0,0,0,0,7.229,24.386,20.223,30.505,0,0,38.248,0,0,0,0,5.2,5.2,0,21.2,6.3,25.551,25.439,16.498,43.378
1,7.2,0,0,30.776,2/10/2012,331.062,43.142,0,0,01,-21.119,0,0,0,0,0,0,0,0,0,0,0,0,7.317,24.681,20.497,30.505,0,0,38.458,0,0,0,0,5.2,5.2,0,21.4,6.23,25.551,25.495,14.795,47.486
2,5.7,0,0,30.455,2/10/2012,330.767,43.142,0,0,02,-25.147,0,0,0,0,0,0,0,0,0,0,0,0,7.288,24.622,20.207,30.505,0,0,36.987,0,0,0,0,5.2,5.2,0,21.2,6.23,25.857,25.495,14.191,43.123
3,4.4,0,0,30.521,2/10/2012,322.759,35.372,0,0,03,-18.921,0,0,0,0,0,0,0,0,0,0,0,0,7.324,25.005,20.255,30.978,0,0,38.418,0,0,0,0,5.2,5.2,0,21.4,6.15,25.718,25.94,13.898,44.655
4,7.9,0,0,37.663,2/10/2012,322.818,43.142,0,0,04,-20.02,0,0,0,0,0,0,0,0,0,0,0,0,7.178,24.445,14.341,30.644,0,0,38.758,0,0,0,0,5.2,5.2,0,21.4,6.3,25.356,25.634,15.583,41.02
5,6.3,0,0,43.16,2/10/2012,352.887,49.802,0,0,05,-30.152,0,0,0,0,0,0,0,0,0,0,0,0,7.105,24.357,14.341,30.533,0,0,38.647,0,0,0,0,5.2,5.2,0,21.4,6.3,25.718,25.634,17.89,49.528
6,7.5,0,0,43.292,2/10/2012,364.899,52.318,0,0,06,-24.537,0,0,0,0,0,0,0,0,0,0,18.458,0,7.185,24.533,14.373,30.31,0,0,38.447,0,0,0,0,5.2,5.2,0,21.4,6.3,25.718,25.606,16.883,46.405
7,13.4,0.5,0,43.649,2/10/2012,385.691,49.21,0,0,07,-46.388,0,0,0,0,0,0,15.846,0,0,0,18.458,0,7.222,24.533,14.293,30.811,0,0,38.458,0,0,0,0,5.2,5.2,0,21.4,6.07,25.551,25.718,24.39,44.974
8,-8.9,0,0,43.473,2/10/2012,431.904,50.616,0,0,08,6.836,0,0,0,8.846,0,0,15.737,17.647,16.089,3.479,18.543,2.734,7.354,24.916,17.967,29.03,0,0,37.908,0,0,0,0,5.2,5.2,0,21.3,6.1,25.495,25.3,0.696,47.602
9,-2.6,0,0,40.353,2/10/2012,482.418,50.172,0,2.6,09,-7.324,0,0,0,19.428,0,0,18.772,16.779,16.871,15.223,18.262,17.383,7.134,24.415,16.259,28.974,0,0,37.988,0,0,0,0,5.2,5.2,0,20.9,5.84,39.634,24.994,7.489,47.602
10,-5,0.4,0.5,40.42,2/10/2012,503.442,50.172,0,3.8,10,6.226,0,0,0,23.79,0,20.098,18.608,16.821,0,15.332,18.555,17.285,7.215,24.298,14.954,29.085,0,0,36.887,0,0,0,0,5.2,5.2,0,21,5.76,47.873,40.497,6.684,47.602
11,-8,1.2,0.9,40.343,2/10/2012,523.953,50.172,0,3.7,11,6.47,0,0,0,24.72,0,20.235,19.36,16.989,0,15.125,18.69,17.383,7.259,24.298,16.533,29.781,0,0,37.868,0,0,0,0,5.2,5.2,0,20.8,5.84,47.622,47.288,1.685,47.602
12,1,1,1,43.848,2/10/2012,512.865,50.098,0,2.6,12,-10.132,0,0,0.577,11.977,10.076,15.928,15.012,16.891,0,15.32,18.384,17.285,7.171,24.415,16.323,28.501,0,0,37.887,0,0,0,0,5.2,5.2,0,21.6,5.67,47.372,47.288,10.492,47.602
13,5.8,1.7,1,43.764,2/10/2012,504.771,50.542,0,2.5,13,-17.09,0,0,0.472,10.391,15.723,0,14.752,16.821,0,14.954,18.311,17.383,7.2,24.209,17.757,29.002,0,0,37.648,0,0,0,0,5.2,5.2,0,22.4,5.52,47.26,47.065,10.895,47.602
14,-3.5,3.2,3.6,40.947,2/10/2012,518.456,50.246,0,2.6,14,2.197,0,0,0.997,11.498,11.69,15.682,14.67,16.751,0,14.93,18.421,17.188,7.119,24.121,17.548,27.415,0,0,38.137,0,0,0,0,5.2,5.2,0,22.3,5.67,47.539,47.065,0.183,47.602
15,0,31.401,18.601,40.88,2/10/2012,526.002,50.764,0,2.7,15,21.607,0,0,8.717,6.877,0,0,0,17.017,0,14.881,18.397,17.48,7.259,24.121,16.565,28.167,0,0,37.868,0,0,0,0,5.2,5.2,0,21.8,0,47.817,47.093,-31.202,47.602
16,0,3,3.3,40.814,2/10/2012,507.302,49.876,0,3.6,16,5.982,0,0,5.042,20.467,0,20.18,0,16.947,0,16.48,18.543,17.383,7.207,23.826,20.626,27.499,0,0,37.308,0,0,0,0,5.2,5.2,0,21.3,5.57,47.372,47.038,-1.904,47.602
17,0,4.3,2.4,40.57,2/10/2012,485.495,50.32,0,2.7,17,-16.48,0,0,2.152,7.889,0,0,0,16.793,0,16.443,18.58,17.383,7.185,25.181,18.547,30.839,0,0,38.387,0,0,0,0,5.2,5.2,0,21.5,5.62,47.678,47.038,10.492,47.602
18,0,1.3,1.7,44.172,2/10/2012,548.786,50.468,0,2.7,18,-17.09,0,0,1.47,15.299,17.473,20.837,20.139,18.207,0,16.468,18.555,17.48,7.28,25.358,17.773,30.421,0,0,37.797,0,0,0,0,5.2,5.2,0,21.3,6.03,47.288,47.038,12.488,47.231
19,0,0.2,0,44.118,2/10/2012,546.653,50.098,0,2.7,19,-19.654,0,0,0,17.897,18.608,21.971,21.028,18.194,0,16.089,18.531,17.48,7.237,25.653,19.159,30.254,0,0,37.308,0,0,0,0,5.2,5.2,0,21.2,6,47.65,47.01,18.586,46.8
20,0,0.2,0,44.656,2/10/2012,527.547,50.764,0,2.7,20,-11.353,0,0,0,12.606,13.918,15.012,13.946,18.278,0,16.297,18.494,17.383,7.097,25.181,18.95,30.143,0,0,38.017,0,0,0,0,5.2,5.2,0,21.2,5.92,47.399,47.288,4.395,44.74
21,0,0.2,0,44.417,2/10/2012,476.107,50.024,0,2.8,21,-3.662,0,0,0,14.698,18.635,16.475,0,18.361,0,16.272,0,0,7.302,25.8,19.175,30.728,0,0,38.057,0,0,0,0,5.2,5.2,0,21.2,6.23,47.399,47.288,6.098,43.082
22,0,0.2,1,44.468,2/10/2012,420.421,49.802,0,2.7,22,-41.505,0,0,0,6.768,0,0,0,18.194,0,16.443,0,0,7.031,25.24,18.579,30.533,0,0,37.017,0,0,0,0,5.2,5.2,0,21.4,6.3,34.986,27.833,27.393,47.415
23,0,0.8,0.3,37.925,2/10/2012,365.313,49.506,0,0,23,-29.542,0,0,0,0,0,0,0,18.053,0,0,0,0,7.105,25.152,19.901,30.561,0,0,38.508,0,0,0,0,5.2,5.2,0,21.2,6.3,25.662,25.578,28.986,47.806
0,0,1.7,1.1,30.891,3/10/2012,341.957,50.468,0,0,00,0,0,0,1.47,0,0,0,0,0,0,0,0,0,7.244,25.712,20.432,30.366,0,0,37.508,0,0,0,0,0,5.2,0,22.6,5.5,25.105,25.968,24.5,47.727
1,0,9.4,5,19.413,3/10/2012,333.811,50.098,0,0,01,0,0,0,1.943,0,0,0,0,0,0,0,0,0,7.434,25.977,20.481,30.728,0,0,37.778,0,0,0,0,0,5.2,0,22.6,5.5,26.024,25.606,23.493,43.249
2,0,13.9,7.1,11.421,3/10/2012,323.569,50.394,0,0,02,0,0,0,4.988,0,0,0,0,0,0,0,0,0,7.163,25.476,20.255,30.282,0,0,36.687,0,0,0,0,0,0,0,22.6,5.5,25.829,25.495,28.986,45.278
3,11.3,8.1,5.6,17.984,3/10/2012,326.211,42.994,0,0,03,0,0,0,5.671,0,0,0,0,0,0,0,0,0,7.083,25.682,20.174,30.811,0,0,35.358,0,0,0,0,0,0,0,22.6,5.5,25.467,25.356,13.385,43.584
4,6.5,9,5,11.937,3/10/2012,350.7,50.394,0,0,04,0,0,0,5.147,0,0,0,0,0,0,0,0,0,7.002,25.24,20.368,29.92,0,0,34.218,0,0,0,0,0,0,0,22.6,5.5,25.467,25.523,17.396,49.762
5,3.9,8,5.7,19.554,3/10/2012,356.303,50.616,0,0,05,0,0,0,13.34,0,0,0,0,0,0,0,0,0,7.149,25.653,20.432,30.31,0,0,34.227,0,0,0,0,0,0,0,22.6,5.5,25.467,25.578,5.896,50.243
6,11.9,12.7,7.4,32.721,3/10/2012,370.303,50.246,0,0,06,0,0,0,8.034,0,0,0,0,0,0,0,0,0,7.207,25.564,20.255,30.115,0,0,34.307,0,0,0,0,5.2,5.2,0,22.6,5.5,25.606,25.606,12.085,50.389
7,1.6,12.7,9.4,40.705,3/10/2012,389.35,50.69,0,0,07,0,0,0,9.4,0,0,0,0,0,0,0,0,0,7.332,26.036,20.561,30.894,0,0,34.267,0,0,0,0,5.2,5.2,0,22.6,5.5,25.244,25.217,2.692,49.633
8,12.3,13.1,7.7,40.768,3/10/2012,436.48,50.172,0,0,08,0,0,0,13.603,17.678,0,0,0,18.194,0,2.344,17.652,0,7.068,25.388,17.725,29.976,0,0,34.038,0,0,0,0,5.2,5.2,0,22.6,5.5,25.05,25.801,8.991,44.938
9,12.4,10.6,7.2,40.448,3/10/2012,496.598,50.394,0,2.6,09,0,0,0,13.97,24.077,0,0,0,18.264,0,15.796,16.858,18.164,7.127,25.505,19.079,30.672,0,0,34.068,0,0,0,0,5.2,5.2,0,22.6,5.5,43.447,31.061,12.397,38.039
10,8.6,12,8,40.44,3/10/2012,516.8,50.172,0,2.6,10,0,0,0,12.289,14.547,0,16.831,0,18.236,0,15.223,16.993,17.383,7.097,23.031,17.935,32.23,0,0,34.288,0,0,0,0,5.2,5.2,0,22.6,5.5,47.65,47.622,6.098,43.051
11,10,9.6,9.6,40.444,3/10/2012,528.117,49.95,0,2.6,11,0,0,0,10.293,8.75,11.075,15.559,0,18.039,0,14.917,16.956,17.188,7.031,22.56,17.838,30.032,0,0,33.078,0,0,0,0,5.2,5.2,0,22.6,5.5,47.288,47.622,5.988,50.403
12,5.8,1,1.8,40.412,3/10/2012,511.053,50.172,0,3.7,12,0,0,0,5.251,18.731,19.907,21.288,0,18.18,0,14.734,18.25,17.09,6.98,22.353,18.241,29.976,0,0,33.828,0,0,0,0,5.2,5.2,0,22.6,5.5,47.316,47.26,11.792,47.084
13,5.2,0,0.9,39.836,3/10/2012,505.174,50.616,0,3.7,13,0,0,0,1.785,14.534,20.098,17.049,0,18.152,0,14.783,18.274,17.285,7.024,23.944,19.192,29.809,0,0,33.298,0,0,0,0,5.2,5.2,0,22.6,5.5,47.26,47.427,10.199,45.997
14,26.201,39.601,20.401,11.83,3/10/2012,487.023,45.954,0,3.7,14,0,0,0,32.461,6.645,0,0,0,17.969,0,13.379,18.421,15.918,6.914,23.178,18.708,28.584,0,0,33.317,0,0,0,0,0,0,0,22.6,5.5,36.962,36.656,0,49.389
15,19.801,30.001,17.701,36.418,3/10/2012,437.984,42.994,0,3.7,15,1.831,0,0,18.33,0,0,0,0,18.11,0,13.514,18.336,16.113,7.266,23.031,19.095,28.724,0,0,33.998,0,0,0,0,3,3,0,22.6,5.5,30.533,25.439,0,43.112
16,19.001,21.701,16.901,11.88,3/10/2012,447.219,48.47,0,0,16,0,0,0,15.546,12.428,0,16.858,0,18.291,0,14.783,18.372,0,7.603,24.445,19.063,27.527,0,0,33.497,0,0,0,0,5.2,5.2,0,22.6,5.5,25.384,24.855,7.691,48.143
17,1.2,8.4,6.5,29.809,3/10/2012,456.233,50.098,0,0,17,0,0,0,11.554,19.962,0,20.467,0,18.137,7.288,16.321,18.47,0,6.98,24.857,19.175,27.666,0,0,34.537,0,0,0,0,5.2,5.2,0,22.6,5.5,25.384,25.551,2.197,48.143
18,21.601,18.301,14.2,39.987,3/10/2012,514.029,49.728,0,3.8,18,0,0,0,27.365,6.905,7.561,18.471,17.501,18.039,19.337,16.077,18.262,15.625,8.181,24.681,18.918,28.501,0,0,34.147,0,0,0,0,5.2,5.2,0,22.6,5.5,25.384,25.634,6.793,47.32
19,16.101,32.401,22.101,40.485,3/10/2012,517.393,50.468,0,0,19,0,0,0,18.54,7.233,0,16.53,0,18.278,18.677,16.248,18.58,17.383,8.797,25.299,19.32,31.284,0,0,34.108,0,0,0,0,5.2,5.2,0,22.6,5.5,25.356,25.161,0,39.163
20,19.301,9.9,6.8,40.457,3/10/2012,485.61,49.654,0,0,20,0,0,0,21.062,18.635,0,23.065,0,18.039,18.616,16.163,18.409,0,8.445,24.71,18.982,31.562,0,0,34.038,0,0,0,0,5.2,5.2,0,22.6,5.5,25.411,25.523,13.697,48.295
21,13.7,17.001,13.2,40.469,3/10/2012,437.889,44.03,0,0,21,0,0,0,14.496,0,0,16.229,0,18.376,18.726,4.321,0,0,8.533,25.505,19.482,31.507,0,0,33.577,0,0,0,0,5.2,5.2,0,22.6,5.5,25.384,25.217,4.193,48.412
22,18.901,18.001,14.7,40.917,3/10/2012,394.001,50.172,0,0,22,0,0,0,15.704,0,0,0,0,0,0,0,0,0,8.379,24.887,19.111,31.117,0,0,34.078,0,0,0,0,5.2,5.2,0,22.6,5.5,25.384,25.217,9.998,48.412
23,16.701,30.801,20.401,19.999,3/10/2012,371.9,43.29,0,0,23,0,0,0,15.388,0,0,0,0,0,0,0,0,0,8.474,24.946,20.158,31.312,0,0,33.998,0,0,0,0,5.2,5.2,0,22.6,5.5,25.384,25.606,0,43.105
0,30.101,33.401,20.501,11.973,4/10/2012,346.592,51.134,0,0,00,-31.983,0,0,24.686,0,0,0,0,0,0,0,0,0,8.548,0,17.967,29.28,0,0,34.118,0,0,0,0,0,0,0,20.9,6.15,25.384,25.244,7.599,43.023
1,15.2,19.501,13.4,30.598,4/10/2012,328.859,50.986,0,0,01,-22.462,0,0,16.177,0,0,0,0,0,0,0,0,0,8.577,0,18.918,0,0,0,33.877,0,0,0,0,5.2,5.2,0,20.9,6.05,24.521,25.662,5.292,47.322
2,17.701,19.501,13.9,37.54,4/10/2012,318.884,42.55,0,0,02,-24.049,0,0,14.128,0,0,0,0,0,0,0,0,0,8.452,0,18.692,0,0,0,34.168,0,0,0,0,5.2,5.2,0,21,6.15,25.551,25.356,8.496,43.644
3,12.6,16.101,11.2,37.7,4/10/2012,320.279,49.136,0,0,03,-19.654,0,0,4.305,0,0,0,0,0,0,0,0,0,8.54,0,18.628,0,0,0,37.497,0,0,0,0,5.2,5.2,0,20.9,6.22,25.495,25.356,7.599,49.346
4,23.201,19.301,10.1,37.501,4/10/2012,328.472,43.364,0,0,04,-37.111,0,0,16.281,0,0,0,0,0,0,0,0,0,8.365,0,18.579,0,0,0,37.887,0,0,0,0,5.2,5.2,0,21.2,6.23,25.495,25.356,13.294,47.797
5,22.101,24.501,16.101,30.029,4/10/2012,357.167,50.69,0,0,05,-27.955,0,0,14.18,0,0,0,0,0,0,0,0,0,8.423,0,18.724,28.891,0,0,37.967,0,0,0,0,5.2,5.2,0,21.2,6.15,25.495,25.356,10.291,43.497
6,28.401,29.301,16.501,37.459,4/10/2012,371.036,50.986,0,0,06,-7.08,0,0,17.07,7.574,0,0,0,0,0,0,0,0,8.606,18.612,18.901,31.646,0,0,39.307,0,0,0,0,5.2,5.2,0,21.1,6,25.495,25.356,15.088,43.131
7,29.001,22.401,16.001,25.191,4/10/2012,382.731,50.986,0,0,07,-44.801,0,0,14.18,0,0,0,0,0,0,0,0,0,8.438,25.505,18.192,31.117,0,0,38.638,0,0,0,0,5.2,5.2,0,21.3,5.92,25.551,25.578,15.583,43.116
8,-10.7,19.001,15.1,37.554,4/10/2012,438.776,51.578,0,0,08,6.47,0,0,17.017,25.184,0,0,0,6.877,0,0,0,0,8.628,25.888,17.919,31.256,0,0,38.347,0,0,0,0,5.2,5.2,0,22,5.76,24.493,25.578,-1.502,50.464
9,5.2,35.601,22.401,37.348,4/10/2012,494.558,50.024,0,0,09,-3.784,0,0,26.682,7.041,0,16.133,0,18.249,18.677,0,16.956,0,8.489,23.326,17.661,31.507,0,0,38.097,0,0,0,0,5.2,5.2,0,22.3,5.76,25.857,25.328,3.095,41.232
10,1.7,24.801,20.601,37.292,4/10/2012,513.201,49.728,0,0,10,-11.841,0,0,20.064,14.834,0,19.51,0,17.885,18.555,15.516,16.834,4.395,6.988,21.853,17.387,31.034,0,0,38.837,0,0,0,0,5.2,5.2,0,21.7,5.44,25.857,25.217,8.991,47.323
11,1.1,29.401,20.401,40.506,4/10/2012,531.693,49.728,0,0,11,0,0,0,23.741,14.821,0,20.891,0,18.207,18.738,16.309,17.017,17.48,8.54,21.087,17.773,30.978,0,0,38.217,0,0,0,0,5.2,5.2,0,21.2,5.36,25.801,25.217,5.988,46.968
12,-3.8,39.601,22.501,36.942,4/10/2012,529.872,49.654,0,0,12,32.594,0,0,27.786,7.11,0,14.793,15.094,18.418,18.775,16.285,17.017,17.578,8.614,21.263,17.935,31.173,0,0,38.527,0,0,0,0,5.2,5.2,0,21.8,5.36,25.801,25.551,-7.508,43.18
13,-5.5,23.401,14.1,37.02,4/10/2012,517.422,50.246,0,0,13,-9.033,0,0,13.077,23.407,0,24.569,0,18.278,18.738,16.077,0,17.48,8.518,21.204,17.902,30.588,0,0,38.777,0,0,0,0,5.2,5.2,0,21.6,5.5,25.439,25.523,9.394,50.419
14,-3.7,18.201,12.9,31.137,4/10/2012,524.009,49.284,0,0,14,-8.179,0,0,9.768,17.883,0,22.313,20.755,16.961,18.531,16.102,16.968,17.48,8.496,22.088,19.095,29.085,0,0,38.047,0,0,0,0,5.2,5.2,0,21.3,5.36,25.439,25.745,8.295,47.087
15,0.8,9,7.7,36.676,4/10/2012,514.967,48.84,0,3.9,15,-10.865,0,0,10.608,12.702,0,18.553,19.141,18.333,18.604,14.747,16.871,17.383,8.401,23.65,18.982,29.141,0,0,38.927,0,0,0,0,5.2,5.2,0,21.2,5.5,35.654,25.467,12.598,47.11
16,-2.2,12.6,8.6,36.934,4/10/2012,507.784,49.728,0,0,16,-6.47,0,0,15.862,9.242,0,16.393,15.395,18.418,18.616,15.894,16.932,17.383,8.994,22.236,19.143,30.227,0,0,37.787,0,0,0,0,5.2,5.2,0,21.2,5.6,25.551,25.411,8.789,49.357
17,-5.6,9.6,8.9,37.063,4/10/2012,489.314,49.728,0,0,17,-15.137,0,0,10.556,15.545,0,19.811,0,18.249,18.616,16.065,18.36,0,10.203,23.355,18.934,30.394,0,0,37.917,0,0,0,0,5.2,5.2,0,21,5.6,25.773,25.161,12.085,49.432
18,13.9,9.8,8.6,37.082,4/10/2012,544.018,49.432,0,2.3,18,-24.171,0,0,9.61,17.774,18.198,17.2,16.557,18.432,18.592,16.224,18.494,17.383,10.225,23.679,17.773,30.366,0,0,38.517,0,0,0,0,5.2,5.2,0,21.3,5.6,32.62,30.755,12.598,49.432
19,9.8,1.7,0,37.082,4/10/2012,546.67,50.024,0,3.8,19,-24.415,0,0,5.724,17.993,18.813,15.737,14.711,18.6,18.751,16.59,18.616,17.578,10.218,24.062,17.87,30.505,0,0,38.808,0,0,0,0,5.2,5.2,0,21.2,5.84,35.487,47.511,14.997,49.432
20,3.2,0,0,37.133,4/10/2012,529.631,49.802,0,3.8,20,-11.109,0,0,6.826,18.444,18.294,15.45,14.807,18.432,18.665,16.468,18.506,17.48,10.122,23.944,17.951,30.588,0,0,38.498,0,0,0,0,5.2,5.2,0,21,5.8,35.57,32.898,8.588,49.432
21,14.4,1.8,2.2,37.153,4/10/2012,470.631,49.876,0,0,21,-29.786,0,0,5.986,11.321,11.102,16.352,0,18.361,18.482,16.456,18.555,6.934,10.115,23.62,17.709,30.728,0,0,38.588,0,0,0,0,5.2,5.2,0,20.6,5.66,25.495,25.606,17.286,49.432
22,5,5.3,4,37.145,4/10/2012,420.429,50.394,0,0,22,-19.898,0,0,8.507,7.821,0,0,0,18.474,18.775,0,4.566,0,10.225,24.268,18.08,30.644,0,0,39.047,0,0,0,0,5.2,5.2,0,21,5.85,25.495,25.3,9.192,49.432
23,11,4.6,3.4,33.817,4/10/2012,380.533,49.876,0,0,23,-26.734,0,0,6.721,0,0,0,0,18.572,0,0,0,0,10.152,24.091,18.885,30.7,0,0,38.567,0,0,0,0,5.2,5.2,0,21.2,5.92,25.495,24.91,12.598,50.091
0,19.501,4.2,2.9,33.946,5/10/2012,353.264,50.098,0,0,00,-39.552,0,0,9.611,0,0,0,0,0,0,0,0,0,9.895,23.473,18.595,30.449,0,0,38.097,0,0,0,0,5.2,5.2,0,19.4,5.91,25.217,25.189,21.992,47.825
1,4.6,8,5.4,18.891,5/10/2012,356.001,50.764,0,0,01,-27.955,0,0,3.308,0,0,0,0,0,0,0,0,0,9.991,23.944,18.869,30.31,0,0,39.297,0,0,0,0,5.2,5.2,0,19.9,6.07,25.244,25.105,8.386,45.539
