,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC,EEC20,EOL,PNI1,PNI2,GSR,HEM,HPA1,HPA2,PHD,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,TPC,LNI-L9040,SND-L9090,AMY-L9030,TCPI-L9150,Demanda,Date
9,9,25.494,0,0,0,0,0,5.772,30.131,10.039,34.763,0,0,22.701,9.5,24.6,49.665,51.525,16.455,26.242,31.368,25.718,0,0,0,6.603,0,24.281,29.304,15.709,0,0,0,28.788,29.258,0,0,0,0,0,4.9,4.9,19.2,0,5.23,48.622,33.326,32.749,-17.101,-39.204,570.99,11/12/2015
10,10,21.941,0,0,0,0,0,5.706,29.806,20.126,34.318,0,0,24.701,10.6,25,47.434,50.948,16.658,31.367,35.765,25.662,0,0,0,6.631,0,28.369,26.136,8.012,0,0,0,24.129,28.438,0,0,0,0,0,4.9,4.9,19.4,0,5.15,50.051,16.602,19.575,-11.9,-35.212,597.1,11/12/2015
11,11,26.725,0,0,0,0,0,5.647,30.867,18.773,34.346,0,0,22.001,9,20.3,47.903,47.809,15.316,26.911,40.692,25.69,0,0,0,6.593,0,31.132,27.324,10.309,9.981,0,0,24.318,27.128,8.759,0,0,0,0,4.9,4.9,19,0,5.95,47.636,34.669,37.812,-34.101,-49.513,611.05,11/12/2015
12,12,19.172,0,14.051,0,0,0,4.981,30.572,19.127,34.485,0,0,16.201,7.8,18.3,46.772,48.213,15.348,21.762,47.372,25.662,0,0,0,6.606,0,29.425,29.04,7.096,8.436,0,0,24.618,24.878,8.208,8.877,0,0,0,4.9,4.9,19.1,0,5.23,48.142,36.134,32.731,-34.401,-44.111,608.94,11/12/2015
13,13,15.809,0,18.348,0,0,0,4.424,30.808,18.676,34.457,0,0,12.8,5.8,15.1,48.716,49.495,15.925,17.302,47.344,25.495,0,0,0,6.6,0,29.964,29.304,8.258,0,0,0,24.658,24.009,0,3.449,0,0,0,4.9,4.9,19.1,0,5.15,49.374,24.537,22.605,-32.301,-36.018,591.35,11/12/2015
14,14,14.427,4.468,18.531,0,0,0,5.625,32.045,18.628,35.57,0,0,8.3,4.6,16.11,46.462,49.829,16.008,9.204,47.678,45.201,0,0,0,6.573,0,29.627,27.72,6.795,8.067,0,0,24.628,24.108,0,3.465,0,0,0,4.9,4.9,19.3,0,5.15,48.148,15.381,21.039,-27.701,-23.914,601.29,11/12/2015
15,15,5.376,0,4.663,0,0,0,5.933,31.309,18.563,35.459,0,0,9,5.6,10.2,54.978,51.424,16.505,13.182,47.622,46.203,0,0,0,6.584,0,30.548,29.832,12.537,0,0,0,24.748,23.869,0,3.566,0,0,0,4.9,4.9,19.4,0,5.25,49.932,14.283,7.938,-26.401,-25.214,601.47,11/12/2015
16,16,12.125,0,0,0,0,0,5.925,32.222,19.723,36.656,0,0,5.6,2.9,9.8,54.868,49.872,16.069,12.543,47.761,45.757,0,0,0,6.586,0,29.02,28.776,11.963,0,0,0,24.548,24.228,0,3.469,0,0,0,4.9,4.9,19.2,0,5.22,47.515,16.724,11.911,-27.001,-22.211,582.75,11/12/2015
17,17,17.339,0,0,0,0,0,5.969,31.957,19.997,36.99,0,0,15.301,7.7,16.2,50.814,33.646,10.835,11.885,40.72,35.793,0,0,0,6.6,0,29.672,26.664,0,0,0,0,24.758,24.349,0,3.509,0,0,0,4.9,4.9,19.2,0,5.22,45.352,40.651,27.064,-35.201,-38.508,536.28,11/12/2015
18,18,35.898,0,0,0,0,0,7.324,32.193,21.979,37.046,0,0,27.701,11.9,36.3,44.764,42.019,13.708,42.228,35.877,25.551,0,0,0,6.62,0,28.324,25.212,10.295,11.703,0,0,24.859,24.538,0,3.549,0,0,0,4.9,4.9,19.2,0,5.38,37.593,20.264,8.89,-4,-40.614,637.02,11/12/2015
19,19,15.688,0,0,0,0,0,7.361,32.841,21.528,37.046,0,0,9.9,6.1,14.2,50.918,51.463,16.502,18.55,47.483,25.745,0,0,0,6.564,0,29.447,16.236,14.137,15.682,16.256,15.04,25.408,24.909,7.642,8.54,0,0,0,4.9,4.9,19.2,0,5.22,50.906,21.485,5.539,-23.701,-26.716,643.72,11/12/2015
20,20,17.199,0,0,0,0,0,8.211,32.635,22.446,37.046,0,0,19.601,8.9,12.6,45.809,46.983,14.74,32.222,46.898,25.801,0,0,0,6.616,0,25.921,23.496,8.627,10.117,0,16.01,25.798,25.958,8.947,3.305,0,0,0,4.9,4.9,19.8,0,5.22,47.938,49.074,30.882,-38.601,-49.403,616.73,11/12/2015
21,21,21.141,0,0,0,0,0,8.687,32.811,22.221,37.046,0,0,13.3,7.1,14.7,48.783,51.256,16.209,27.631,25.745,25.328,0,0,0,6.63,0,30.683,26.136,10.282,0,0,0,25.948,25.958,8.661,0,0,0,0,4.9,4.9,19.4,0,5.45,47.216,42.482,25.562,-33.701,-41.31,575.11,11/12/2015
22,22,19.107,0,0,0,0,0,7.368,33.047,0.209,37.046,0,0,22.901,8,16.7,51.466,42.106,13.587,24.674,25.551,25.439,0,0,0,6.601,0,28.751,26.004,0,0,0,0,25.719,25.648,0,0,0,0,0,0,0,19.4,0,5.46,43.396,41.627,27.897,-28.501,-41.511,508.68,11/12/2015
23,23,22.173,0,0,0,0,0,7.508,33.047,0,21.765,0,0,24.501,9.8,20.9,30.693,49.067,0,36.863,25.356,19.817,0,0,0,6.606,0,29.02,24.684,0,0,0,0,25.528,26.258,0,0,0,0,0,0,0,19.8,0,5.38,43.651,50.417,37.263,-31.201,-52.718,478.67,11/12/2015
0,0,21.858,0,0,0,0,0,7.478,32.87,0,0,0,0,26.501,11.6,17.4,10.475,48.826,0,41.895,25.328,0,0,0,0,6.64,0,0,27.324,0,0,0,0,25.809,25.738,0,0,0,0,0,0,0,19.9,0,5.46,47.653,41.017,31.019,-35.101,-55.611,421.44,12/12/2015
1,1,27.188,0,0,0,0,0,7.486,33.165,0,0,0,0,25.301,11,17.7,32.013,48.635,0,40.78,25.634,0,0,0,0,0,0,0.921,29.7,0,0,0,0,25.738,25.868,0,0,0,0,0,0,0,19.5,0,5.46,47.653,54.323,43.443,-39.301,-58.614,423.9,12/12/2015
2,2,24.094,0,0,0,0,0,7.412,33.165,0,0,0,0,24.301,12.4,17.3,0,48.545,0,39.837,25.634,0,0,0,0,0,0,13.994,28.512,0,0,0,0,25.719,25.368,0,0,0,0,0,0,0,19.3,0,5.61,47.653,32.716,20.508,-26.601,-49.312,421.52,12/12/2015
3,3,23.784,0,0,0,0,0,7.324,0,0,0,0,10,24.601,11,15.6,0,48.225,0,42.311,25.244,0,0,0,0,0,0,29.537,26.664,0,0,0,0,26.019,25.728,0,0,0,0,0,0,0,19.3,0,5.61,47.653,36.5,23.777,-31.101,-51.802,411.21,12/12/2015
4,4,10.591,0,0,0,0,0,7.317,0,0,0,0,10,18.601,12.3,21.9,0,48.397,0,30.543,25.69,0,0,0,0,0,0,32.884,29.436,0,0,0,0,26.198,25.908,0,0,0,0,0,0,0,19.6,0,5.1,47.653,42.726,28.043,-38.301,-51.711,391.36,12/12/2015
5,5,10.538,0,0,0,0,0,7.332,32.988,0,0,0,20.081,21.301,11.3,16.5,10.413,48.008,0,40.648,25.69,0,0,0,0,0,0,28.526,29.964,0,0,0,0,25.988,25.858,0,0,0,0,0,0,0,18.7,0,5.6,47.653,31.373,19.868,-25.601,-42.518,443.97,12/12/2015
6,6,10.367,0,0,0,0,0,7.346,32.959,0,0,0,0,32.701,14.4,22.1,32.243,45.067,0,10.086,25.578,0,0,0,0,0,0,28.639,27.456,0,0,0,0,25.509,25.029,0,0,0,0,0,0,0,19.4,0,5.55,47.653,42.36,29.939,-29.801,-43.306,412.91,12/12/2015
7,7,10.181,0,0,0,0,0,7.434,33.165,0,0,0,0,27.601,10.6,26.05,21.713,52.462,16.964,38.327,25.384,0,0,0,0,0,0,26.123,31.284,0,0,0,0,24.188,24.519,0,0,0,0,0,0,0,19.5,0,5.7,47.653,59.45,45.686,-37.701,-58.705,440.1,12/12/2015
8,8,10.223,0,0,0,0,0,7.376,33.076,0,5.121,0,0,21.301,13.2,25.6,48.443,47.513,14.702,41.17,26.107,0,0,0,0,6.61,0,30.121,28.248,0,0,0,0,25.618,23.418,0,0,0,0,0,0,0,19.6,0,5.4,47.826,42.482,42.875,-25.601,-51.418,472.34,12/12/2015
9,9,10.581,0,0,0,0,0,7.361,33.135,0,37.686,0,0,31.301,12.4,26.33,47.635,47.326,14.975,37.352,25.551,0,0,0,0,6.59,0,28.369,29.172,0,0,0,0,26.098,22.938,0,0,0,0,0,0,0,19.1,0,5.2,46.952,41.505,44.23,-31.701,-52.608,514.64,12/12/2015
10,10,20.142,0,0,0,0,0,7.273,32.723,0,37.046,0,0,27.701,11,30.06,47.711,47.401,15.013,32.032,25.189,0,0,0,0,6.606,0,27.538,30.36,0,0,0,0,25.719,22.619,0,0,0,0,0,4.9,4.9,19.1,0,5.2,46.631,37.111,39.048,-23.001,-51.308,525.01,12/12/2015
11,11,28.017,0,0,0,0,0,5.918,31.898,0,36.378,0,0,29.301,11,25.91,51.092,47.419,14.694,34.386,25.801,0,0,0,0,6.588,0,24.079,29.04,0,0,0,0,25.719,22.508,0,0,0,0,0,4.9,4.9,19,0,5,48.06,24.903,31.44,-17.201,-51.308,543.79,12/12/2015
12,12,25.034,0,0,0,0,0,5.896,32.016,20.126,36.962,0,0,22.001,10.9,20.42,46.503,47.64,15.043,37.869,25.968,0,0,0,0,6.631,0,30.93,29.964,0,0,0,0,25.809,23.118,0,0,0,0,0,4.9,4.9,19,0,4.9,46.61,45.045,40.065,-23.601,-49.403,531.02,12/12/2015
13,13,18.674,0,0,0,0,0,5.676,31.78,11.86,36.962,0,0,9.5,6,18.18,47.276,51.692,16.969,18.141,26.107,0,0,0,0,6.621,0,28.369,30.096,0,0,0,0,26.698,23.678,0,0,0,0,0,4.9,4.9,19.2,0,5,50.069,38.453,26.322,-35.301,-38.618,507.51,12/12/2015
14,14,7.376,0,13.697,0,0,0,7.339,31.751,20.126,36.962,0,0,3.7,2.7,7.42,49.415,51.47,16.734,7.19,35.57,0,0,0,0,6.573,0,27.74,29.304,0,0,0,0,25.778,22.958,0,0,0,0,0,4.9,4.9,19,0,5,50.615,35.279,22.916,-39.801,-27.503,497.33,12/12/2015
15,15,12.659,0,18.458,0,0,0,7.141,31.427,20.046,36.962,0,0,3.5,2.5,6.84,47.733,50.306,16.177,8.737,35.626,0,0,0,0,6.583,0,29.245,29.7,0,0,0,0,25.918,23.059,0,0,0,0,0,4.9,4.9,19,0,5,49.239,46.754,34.681,-39.701,-34.901,488.85,12/12/2015
16,16,6.895,0,18.494,0,0,0,7.083,31.515,20.062,36.962,0,0,3.5,2.8,7.93,46.075,41.173,13.203,11.459,35.654,0,0,0,0,6.581,0,31.469,31.812,0,0,0,0,25.558,22.459,0,0,0,0,0,4.9,4.9,19,0,5,44.691,56.276,36.375,-44.501,-34.315,465.33,12/12/2015
17,17,6.816,0,0,0,0,0,8.665,31.78,20.948,38.187,0,0,18.601,8.3,7.23,48.815,42.545,13.252,16.829,35.654,0,0,0,0,6.594,0,28.616,24.552,0,0,0,0,26.618,24.949,0,0,0,0,0,4.9,4.9,19.2,0,5,47.471,58.229,41.053,-41.601,-47.316,480.08,12/12/2015
18,18,25.431,0,0,0,0,0,10.174,32.163,21.931,38.215,0,0,19.801,11.2,25.64,48.775,51.348,16.825,30.272,35.682,0,0,0,0,6.583,0,30.391,24.816,11.034,12.51,0,14.875,26.279,24.949,0,0,0,0,0,4.9,4.9,19,0,5.07,48.401,42.238,18.796,-27.201,-44.203,611.53,12/12/2015
19,19,28.537,0,0,0,0,0,9.866,31.751,21.673,39.133,0,0,27.301,14.4,23.31,48.588,47.332,14.848,39.844,29.058,0,0,0,0,6.611,0,29.559,25.344,7.698,9.037,0,14.971,25.948,23.368,8.175,0,0,0,0,4.9,4.9,19.1,0,5.1,45.005,33.448,17.533,-14,-45.412,613.8,12/12/2015
20,20,20.747,0,0,0,0,0,10.005,32.782,22.028,39.133,0,0,24.501,13.7,25.38,49.151,48.382,15.352,36.291,26.135,0,0,0,0,6.591,0,26.213,26.004,15.559,17.049,0,0,25.298,25.008,8.658,0,0,0,0,4.9,4.9,19,0,5.08,45.74,33.204,23.008,-24.901,-42.116,604.4,12/12/2015
21,21,20.026,0,0,0,0,0,10.005,32.546,9.765,39.133,0,0,22.501,15.1,21.4,49.151,47.534,15.202,39.14,26.052,0,0,0,0,6.613,0,30.817,27.984,7.574,0,0,0,24.819,24.599,8.998,0,0,0,0,4.9,4.9,19.4,0,5.24,44.11,37.477,18.11,-19.001,-42.811,563.73,12/12/2015
22,22,16.704,0,0,0,0,0,10.027,33.076,0,39.189,0,0,16.801,11.3,19.9,53.006,47.834,15.274,35.92,26.079,0,0,0,0,6.626,0,24.348,27.06,0,0,0,0,24.838,24.538,6.796,0,0,0,0,0,0,19.4,0,5.4,48,41.383,29.096,-26.101,-43.013,510.76,12/12/2015
23,23,20.085,0,0,0,0,0,9.991,33.135,0,39.189,0,0,13.2,9.6,20.8,50.283,39.348,0,26.955,25.773,0,0,0,0,6.579,0,29.223,24.024,0,0,0,0,24.708,24.418,0,0,0,0,0,0,0,19,0,5.4,40.038,37.355,26.743,-32.001,-44.404,474.06,12/12/2015
0,0,15.314,0,0,0,0,0,10.056,33.312,0,0,0,0,11.9,8.2,17.5,47.631,50.587,0,26.321,25.801,0,0,0,0,6.598,0,25.741,28.38,0,0,0,0,25.138,24.208,0,0,0,0,0,0,0,19.2,0,5.5,40.965,38.331,25.022,-41.201,-46.913,447.12,13/12/2015
1,1,13.909,0,0,0,0,0,8.76,33.224,0,0,0,0,13.5,8.5,15.4,46.999,51.722,0,22.763,25.829,0,0,0,0,0,0,29.649,23.232,0,0,0,0,24.528,24.309,0,0,0,0,0,4.9,4.9,19.3,0,5.4,40.603,37.111,25.654,-28.901,-39.607,423.17,13/12/2015
2,2,12.791,0,0,0,0,0,7.237,33.577,0,0,0,0,13,8,12.4,49.707,43.767,0,23.659,25.801,0,0,0,0,0,0,30.638,24.948,0,0,0,0,25.459,25.948,0,0,0,0,0,4.9,4.9,19.3,0,5.48,31.41,35.401,21.909,-27.001,-35.304,407.93,13/12/2015
3,3,11.183,0,0,0,0,0,8.789,32.546,0,0,0,0,14.6,7.8,12.8,48.865,45.48,0,17.189,25.94,0,0,0,0,0,0,30.503,27.06,0,0,0,0,24.418,24.949,0,0,0,0,0,0,0,19.3,0,5.48,37.881,36.988,23.301,-28.901,-34.901,398.3,13/12/2015
4,4,17.718,0,0,0,0,0,8.928,32.723,0,0,0,0,11.9,7.3,13.4,49.425,48.63,0,15.886,25.885,0,0,0,0,0,0,28.077,26.532,0,0,0,0,24.618,24.588,0,0,0,0,0,0,0,19.2,0,5.66,38.107,33.204,18.76,-23.001,-31.806,401.45,13/12/2015
5,5,17.123,0,0,0,0,0,8.855,32.428,0,0,0,0,12.1,5.4,14.2,50.002,51.392,0,17.325,25.968,0,0,0,0,0,0,31.042,25.344,0,0,0,0,24.519,24.208,0,0,0,0,0,0,0,19.3,0,5.71,39.988,36.134,21.616,-28.001,-31.806,406.97,13/12/2015
6,6,20.894,0,0,0,0,0,8.789,32.487,0,0,0,0,14.3,7,12.5,36.209,44.543,0,15.852,25.996,0,0,0,0,0,0,29.919,28.776,0,0,0,0,24.599,24.668,0,0,0,0,0,0,0,19.6,0,5.63,38.264,45.167,30.177,-31.901,-36.402,382.98,13/12/2015
7,7,13.825,0,0,0,0,0,8.87,33.783,0,0,0,0,11.8,5.4,10,20.548,51.851,0,16.205,26.024,0,0,0,0,6.613,0,25.606,28.248,0,0,0,0,24.358,24.448,0,0,0,0,0,0,0,19,0,5.63,45.182,45.167,33.784,-52.802,-47.316,398.57,13/12/2015
8,8,17.471,0,0,0,0,0,8.76,32.811,0,31.646,0,0,7.9,5.3,11,31.462,32.902,0,14.991,25.662,0,0,0,0,6.635,0,29.088,29.04,0,0,0,0,25.098,24.318,0,0,0,0,0,0,0,19,0,5.6,29.679,39.186,39.891,-47.501,-48.909,405.7,13/12/2015
9,9,18.919,0,0,0,0,0,8.753,32.9,0,38.493,0,0,12.9,6.1,16.08,26.969,49.156,0,13.645,25.857,0,0,0,0,6.643,0,25.09,20.988,0,0,0,0,24.949,24.299,0,0,0,0,0,0,0,18.8,0,5.3,36.932,42.726,41.905,-49.802,-49.019,426.96,13/12/2015
10,10,19.144,0,0,0,0,0,7.215,32.369,0,0,0,0,13.2,7.2,16.5,34.489,54.26,0,21.731,25.829,0,0,0,0,6.64,0,30.211,23.76,0,0,0,0,25.018,24.349,0,0,0,0,0,0,0,19.2,0,5.3,49.825,45.167,38.508,-38.601,-51.106,422.28,13/12/2015
11,11,15.585,0,0,0,0,0,7.156,31.898,0,38.688,0,0,9.4,7.1,14.71,47.81,51.2,0,13.165,0,0,0,0,0,6.6,0,26.19,25.212,0,0,0,0,24.769,23.789,0,0,0,0,0,4.9,4.9,18.8,0,5,48.594,44.191,36.146,-47.801,-47.206,440.15,13/12/2015
12,12,12.348,0,0,0,0,0,7.002,30.101,20.448,38.688,0,0,7,4.3,8.77,46.811,50.807,0,12.151,0,0,0,0,0,6.623,0,26.325,26.928,0,0,0,0,24.748,23.548,0,0,0,0,0,4.9,4.9,19,0,4.8,50.332,35.89,23.704,-38.501,-36.512,445.96,13/12/2015
13,13,13.093,15.365,0,0,0,0,7.002,29.865,21.222,38.187,0,0,5.6,3.6,6.7,45.744,54.084,0,9.12,0,0,0,0,0,6.579,0,28.167,26.136,0,0,0,0,24.989,23.829,0,0,0,0,0,4.9,4.9,19.1,0,4.68,50.293,26.612,14.072,-20.201,-19.611,442.29,13/12/2015
14,14,14.519,16.065,0,0,0,0,7.002,28.687,19.933,38.187,0,0,6.8,4.6,10.2,42.737,54.044,0,14.265,0,0,0,0,0,6.594,0,25.943,27.06,0,0,0,0,24.868,23.728,0,0,0,0,0,4.9,4.9,19.4,0,5,50.293,30.274,15.217,-23.501,-24.317,452.06,13/12/2015
15,15,26.94,0,0,0,0,0,6.782,28.51,0,38.242,0,0,12.2,9.3,22.3,43.546,32.84,0,29.285,0,0,0,0,0,6.596,0,29.604,27.984,0,0,0,0,24.488,24.058,0,0,0,0,0,0,0,18.8,0,5,49.337,25.513,10.41,-8.6,-32.301,440.8,13/12/2015
16,16,14.045,0,0,0,0,0,7.376,28.716,20.239,38.688,0,0,11.1,6.9,15.1,42.283,33.06,0,25.898,0,0,0,0,0,6.579,0,30.907,29.304,0,0,0,0,23.808,22.579,0,0,0,0,0,4.9,4.9,19,0,5,46.873,51.393,36.631,-39.901,-47.316,436.47,13/12/2015
17,17,11.988,0,0,0,0,0,8.365,28.658,21.238,38.159,0,0,9.7,7.1,12.8,45.724,44.008,0,24.21,0,0,0,0,0,6.621,0,30.211,28.248,0,0,0,0,24.668,24.469,0,0,0,0,0,4.9,4.9,18.8,0,5.1,38.95,30.03,8.698,-17.901,-28.309,446.31,13/12/2015
18,18,22.906,16.527,18.628,0,0,0,8.687,29.512,22.108,39.189,0,0,14,8.6,14.9,47.628,50.976,0,24.389,0,0,0,0,0,6.613,0,28.751,28.776,20.29,21.411,0,18.581,24.698,23.919,0,0,0,0,0,4.9,4.9,19,0,5.45,50.818,36.866,17.945,-17.601,-37.501,576.46,13/12/2015
19,19,18.477,17.998,18.531,13.16,0,0,10.108,29.247,22.14,39.829,0,0,19.201,9.8,18.4,46.55,45.04,0,29.842,23.324,0,0,0,0,6.62,0,29.559,28.38,7.78,9.078,0,16.297,24.198,24.339,3.571,3.485,0,0,0,4.9,4.9,19.2,0,5.3,46.492,42.848,23.923,-26.201,-39.808,595,13/12/2015
20,20,17.835,0,18.519,0,0,0,10.225,31.132,22.414,39.857,0,0,13.1,8,20.5,48.147,51.36,0,23.226,25.996,0,0,0,0,6.616,0,31.446,27.984,11.963,13.467,0,16.448,24.129,24.188,3.523,3.425,0,0,0,4.9,4.9,19,0,5.38,51.108,25.025,8.89,-15.9,-25.105,585.91,13/12/2015
21,21,13.688,0,8.252,0,0,0,10.188,31.309,22.092,39.829,0,0,15.701,8.1,14.1,46.5,53.997,0,23.748,26.052,0,0,0,0,6.605,0,30.907,25.608,13.303,14.834,0,0,24.828,24.349,3.754,3.647,0,0,0,4.9,4.9,19,0,5.5,50.298,52.614,38.481,-25.501,-45.009,525.42,13/12/2015
22,22,9.957,0,0,0,0,0,10.24,31.486,22.205,39.885,0,0,7.2,5.1,10.3,48.057,34.099,0,18.564,25.606,0,0,0,0,6.608,0,28.953,30.492,20.946,0,0,0,24.748,24.408,3.554,3.486,0,0,0,4.9,4.9,19,0,5.46,48.5,58.596,39.662,-42.101,-43.617,476.14,13/12/2015
23,23,9.826,0,0,0,0,0,10.188,31.397,21.899,39.801,0,0,4.7,4.3,10.5,45.317,37.6,0,16.332,25.523,0,0,0,0,6.581,0,27.493,28.116,0,0,0,0,24.238,24.058,3.556,0,0,0,0,4.9,4.9,19.2,0,5.47,37.26,48.341,31.797,-41.401,-39.918,444.35,13/12/2015
0,0,12.406,0,0,0,0,0,10.247,31.633,0,39.801,0,0,4.8,3.7,10.9,42.421,37.322,0,12.01,25.718,0,0,0,0,6.581,0,31.94,28.776,0,0,0,0,25.748,25.138,0,0,0,0,0,0,0,19,0,5.54,43.506,48.952,31.376,-39.901,-36.311,413.08,14/12/2015
1,1,7.636,0,0,0,0,0,10.276,31.81,0,39.801,0,0,2.5,2,8.4,39.725,49.537,0,8.441,25.885,0,0,0,0,6.596,0,30.907,26.532,0,0,0,0,26.109,25.518,0,0,0,0,0,0,0,19,0,5.54,40.611,37.721,18.943,-32.901,-25.709,408.8,14/12/2015
2,2,6.188,0,0,0,0,0,10.291,32.016,0,39.384,0,0,3.1,3.3,8.8,25.141,37.28,0,10.18,26.274,0,0,0,0,6.574,0,30.121,28.776,0,0,0,0,25.608,24.978,0,0,0,0,0,0,0,18.9,0,5.45,46.759,40.529,24.793,-38.001,-32.118,393.92,14/12/2015
3,3,6.753,0,0,0,0,0,10.305,32.016,0,39.439,0,0,3.7,3.5,8.9,25.336,43.546,0,8.447,25.94,0,0,0,0,6.566,0,33.243,31.284,0,0,0,0,24.819,25.119,0,0,0,0,0,0,0,19.3,0,5.46,48.658,51.271,32.722,-40.801,-33.418,392.58,14/12/2015
4,4,3.788,0,0,0,0,0,10.32,32.016,0,39.439,0,0,6.1,3.3,4.8,25.779,43.536,0,8.362,25.912,0,0,0,0,6.596,0,31.424,31.548,0,0,0,0,25.148,24.808,0,0,0,0,0,0,0,18.6,0,5.62,40.017,40.284,21.342,-41.601,-32.209,399.32,14/12/2015
5,5,2.822,0,0,0,0,0,10.247,32.222,0,39.411,0,0,7.2,4.4,4.9,50.427,51.374,0,2.967,25.857,0,0,0,0,6.611,0,30.323,29.964,0,0,0,0,24.918,24.989,0,0,0,0,0,0,0,19,0,5.64,50.697,40.895,23.347,-34.901,-27.412,422.03,14/12/2015
6,6,8.99,0,0,0,0,0,10.269,32.222,0,39.996,0,0,3,1.2,6.5,46.548,32.285,0,6.468,25.773,0,0,0,0,6.573,0,32.345,29.832,0,0,0,0,24.868,24.899,0,0,0,0,0,4.6,4.6,19,0,5.54,48.163,44.923,29.16,-46.201,-35.011,420.81,14/12/2015
7,7,5.333,0,0,0,0,0,10.225,32.546,0,39.467,0,0,6.2,3.6,5.4,47.92,52.306,0,4.709,25.773,0,0,0,0,6.574,0,30.099,29.568,0,0,0,0,25.079,24.998,0,0,0,0,0,4.9,4.9,19.1,0,5.7,50.825,36.5,25.077,-38.201,-29.81,441.67,14/12/2015
8,8,6.04,17.031,9.461,0,0,0,10.174,32.045,18.402,39.467,0,0,3.4,1.9,2.7,48.264,55.023,0,4.054,47.372,0,0,0,0,6.598,0,27.83,23.364,19.169,0,0,0,25.058,23.059,0,0,0,0,0,4.9,4.9,19.3,0,5.7,50.055,31.617,24.519,-35.101,-28.803,513.02,14/12/2015
9,9,8.539,17.885,18.86,14.075,17.103,17.48,10.13,30.337,18.611,38.994,0,0,9,5.7,6.89,41.617,48.002,0,12.039,47.678,0,0,0,0,6.576,0,30.683,26.796,7.014,0,0,0,25.358,23.569,0,0,0,0,0,4.9,4.9,18.8,0,5.4,48.496,34.547,29.728,-15.4,-24.702,541.27,14/12/2015
10,10,11.825,17.788,18.616,14.27,18.445,17.383,9.983,30.278,19.111,39.105,0,0,8.8,6.1,9.5,43.234,51.479,0,16.173,47.789,0,0,0,0,6.579,0,30.211,20.064,16.885,0,0,0,25.448,23.399,3.482,0,0,0,0,4.9,4.9,18.8,0,5.3,49.321,16.236,10.382,-13.6,-17.103,593.26,14/12/2015
11,11,17.047,17.788,18.604,12.745,18.336,17.285,9.976,29.954,18.112,37.213,0,0,11.1,7.5,14.82,43.469,52.181,0,16.578,47.511,0,0,0,0,6.601,0,29.312,24.42,13.125,0,0,0,25.098,23.139,6.026,0,0,0,0,4.9,4.9,19,0,5.1,48.146,9.644,11.49,-0.9,-14.209,593.99,14/12/2015
12,12,8.038,16.107,18.25,13.538,18.421,17.383,9.785,29.041,18.579,35.348,0,0,2.5,2.5,7.34,43.139,52.123,0,7.587,47.761,0,0,0,0,6.578,0,31.559,25.74,15.272,16.913,0,0,25.478,23.258,8.719,8.641,0,0,0,4.9,4.9,19.3,0,5.1,50.691,8.301,7.013,-2.7,-4.303,586.19,14/12/2015
13,13,4.842,14.692,18.555,15.772,18.433,17.285,9.646,28.834,17.355,35.487,0,0,0.9,0.5,4.62,43.139,52.177,0,3.174,47.594,0,0,0,0,6.588,0,32.008,24.948,18.335,19.715,0,0,25.618,23.128,8.854,8.793,0,0,0,4.9,4.9,19.1,0,5.06,50.691,12.452,8.304,-14.9,-6.903,586.71,14/12/2015
14,14,5.853,14.748,18.177,15.699,18.372,17.285,9.544,28.658,18.241,36.879,0,0,1.6,1.3,1.85,43.724,51.919,0,4.227,47.622,0,0,0,0,6.559,0,30.031,28.512,20.221,21.479,0,19.251,25.719,23.359,8.286,8.179,0,0,0,4.9,4.9,19,0,5,50.691,15.137,9.787,-5.8,-7.215,599.88,14/12/2015
15,15,5.157,16.092,18.287,15.638,18.348,17.285,9.397,29.6,18.595,37.435,0,0,2.2,2.2,4.3,52.56,51.457,16.589,7.421,47.789,0,0,0,0,6.581,0,27.807,26.796,18.129,0,0,0,25.558,23.298,8.827,8.76,0,0,0,4.9,4.9,19,0,4.9,49.663,10.01,0,-11.8,-4.505,605.81,14/12/2015
16,16,4.464,16.233,18.287,15.65,18.323,0,8.196,29.423,19.562,36.906,0,0,2.2,2,1.9,53.21,51.967,15.893,5.387,47.845,0,0,0,0,6.579,0,30.368,27.06,8.914,10.254,0,0,32.108,31.138,8.003,0,0,0,0,4.9,4.9,19,0,5,50.309,3.052,-8.048,0.5,3.388,587.09,14/12/2015
17,17,5.802,17.438,18.128,15.467,4.871,0,8.306,29.276,20.706,38.549,0,0,4,3.7,6.2,44.914,40.545,12.768,15.526,47.706,0,0,0,0,6.563,0,30.84,26.004,7.028,0,0,0,29.327,26.818,8.048,0,0,0,0,4.9,4.9,19.3,0,5.1,44.647,0,-15.098,5.5,0.385,556.62,14/12/2015
18,18,11.656,16.317,18.287,15.857,18.519,17.383,8.408,32.045,20.98,38.604,0,0,2.8,3,9.5,46.067,52.182,16.685,12.83,47.761,0,0,0,0,6.574,0,26.729,25.608,14.999,16.571,0,13.946,27.708,25.979,8.863,0,0,0,0,4.9,4.9,19,0,5.2,50.276,11.963,-11.115,9.2,-6.207,636.33,14/12/2015
