,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
1,5.7,11.7,9.1,15.079,18/7/2013,367.133,51.652,16.354,22.117,0,01,7.447,13.275,10.164,9.347,7.315,0,0,0,0,0,0,0,0,11.441,30.779,2.643,0,28.908,28.968,0,0,0,0,0,0,0,0,19.8,5.7,25.105,0,0,-.714,49.444
2,-1.1,3.7,2.3,24.52,18/7/2013,359.529,52.17,16.65,9.057,0,02,8.301,13.477,10.824,10.345,8.969,0,0,0,0,0,0,0,0,11.433,31.014,2.643,0,29.078,29.038,0,0,0,0,0,0,0,0,19.8,5.7,25.384,0,0,-.714,50.511
3,9.3,0.3,0.5,46.389,18/7/2013,356.023,50.616,15.022,2.486,0,03,-5.371,13.589,8.58,0.21,10.733,11.827,0,0,0,0,0,0,0,11.184,30.396,2.643,0,29.278,28.788,0,0,0,0,0,0,0,0,19.5,5.84,25.105,0,0,17.084,46.178
4,-6.7,0,0,47.014,18/7/2013,361.353,51.504,16.872,0,0,04,8.301,13.589,10.032,0.262,11.034,12.264,0,0,0,0,0,0,0,11.419,30.72,2.643,0,28.938,29.048,0,0,0,0,0,0,0,0,19.4,5.76,25.133,0,0,5.182,46.178
5,-7.7,4.1,6.9,46.866,18/7/2013,387.257,51.652,16.872,14.662,0,05,10.743,13.612,9.768,6.039,6.631,7.41,0,0,0,0,0,0,0,11.316,30.631,2.643,0,29.108,28.918,0,0,0,0,0,0,0,0,19.3,5.84,25.244,0,0,-6.61,46.178
6,-7.6,0,0,47.242,18/7/2013,383.805,51.874,16.724,0,0,06,10.132,13.567,10.164,0,23.598,24.337,0,0,0,0,0,0,0,11.324,30.455,2.659,0,29.098,28.738,0,0,0,0,0,0,0,0,19,5.6,25.467,0,0,7.489,46.178
7,-5.9,0.4,1,43.319,18/7/2013,409.702,51.726,16.946,0,0,07,4.761,13.589,10.164,0,17.624,18.786,0,0,0,0,0,0,0,11.448,30.779,2.659,34.708,28.998,28.698,0,0,0,0,0,0,0,0,19.6,5.7,25.857,0,0,7.691,46.178
8,7.5,2.3,4.1,47.06,18/7/2013,453.399,51.578,16.872,7.141,0,08,3.906,13.118,9.9,2.678,20.932,21.725,0,15.997,0,0,0,0,0,11.192,30.543,16.178,34.652,29.108,28.388,0,0,0,0,0,5.2,0,0,19.5,5.5,25.634,0,0,13.587,46.178
9,24.901,5.9,8,46.147,18/7/2013,512.539,51.726,16.724,17.217,0,09,0,13.028,10.428,11.449,20.878,21.889,25.554,20.372,18.319,0,0,0,0,11.485,30.72,16.355,34.652,29.128,29.008,0,0,0,0,0,5.2,0,0,19.3,5.28,25.551,0,0,17.798,46.178
10,11.1,6,5.9,46.959,18/7/2013,527.608,51.578,16.946,13.376,0,10,0,13.028,10.164,6.984,14.465,15.436,16.543,14.534,18.572,18.018,14.893,0,0,11.433,30.425,16.275,33.232,29.248,28.848,0,0,0,0,0,5.2,0,0,19.2,5.23,25.606,0,0,10.987,47.237
11,7.3,5.4,4.6,46.615,18/7/2013,547.785,51.356,16.798,11.06,0,11,0,13.028,10.164,6.407,19.674,20.344,21.301,19.292,18.278,18.421,16.773,3.662,0,11.441,32.045,17.935,33.483,28.788,28.918,0,0,0,0,0,5.2,0,0,19.3,5.44,25.662,0,0,23.2,50.255
12,12.2,5.5,4,46.58,18/7/2013,551.193,52.022,16.872,10.174,0,12,-5.615,13.455,10.164,6.668,17.282,18.54,18.799,16.653,18.487,16.846,16.712,17.53,0,11.031,31.603,17.645,33.316,28.429,28.978,0,0,0,0,0,5.2,0,0,19.3,5.2,25.662,0,0,24.189,46.925
13,4.3,1,0.6,46.314,18/7/2013,528.818,51.8,16.798,3.397,0,13,0,13.005,9.504,4.619,17.87,18.813,16.202,14.096,18.403,16.761,16.59,16.614,0,10.826,31.191,17.5,32.815,28.378,28.748,0,0,0,0,0,5.2,0,0,19,5.12,26.469,0,0,16.791,45.714
14,2.6,5.9,5.7,43.079,18/7/2013,540.547,52.17,16.872,10.041,0,14,7.324,12.781,10.164,0,17.897,18.84,19.018,16.831,18.403,17.054,17.505,16.932,0,10.965,31.515,18.015,33.065,28.588,28.488,0,0,0,0,0,5.2,0,0,18.7,4.96,26.107,0,0,7.196,45.342
15,14,3.2,4.2,42.856,18/7/2013,551.623,51.726,16.724,10.319,0,15,-15.625,12.915,10.428,2.625,18.84,19.838,15.655,13.782,18.264,16.736,17.933,16.565,0,10.694,30.661,17.483,33.483,28.337,28.689,0,0,0,0,0,5.2,0,0,18.5,5.04,25.773,0,0,22.797,45.575
16,14.6,7.4,7.5,46.348,18/7/2013,505.436,51.874,16.872,19.188,0,16,-9.4,12.893,11.088,8.035,12.25,13.317,0,0,18.418,17.725,18.116,0,0,11.009,30.838,19.111,34.652,28.708,28.478,0,0,0,0,0,5.2,0,0,19.4,5.76,25.718,0,0,19.886,37.827
17,10.7,3.6,3.1,46.309,18/7/2013,480.57,52.318,16.872,11.752,0,17,3.662,12.915,12.144,9.663,19.606,20.604,0,0,0,0,18.543,0,0,11.265,31.869,18.064,36.433,29.078,28.198,0,0,0,0,0,5.2,0,0,19,5.83,25.69,0,0,8.185,48.053
18,37.601,10.5,7.7,46.24,18/7/2013,465.81,51.504,16.798,17.951,0,18,-17.701,2.403,10.428,20.063,7.11,7.971,0,14.37,0,0,18.177,0,0,11.221,31.427,17.757,35.849,29.058,28.458,0,0,0,0,0,5.2,0,0,19,5.91,25.578,0,0,22.596,37.804
19,13.1,6,3.7,46.266,18/7/2013,546.713,51.504,16.872,11.269,0,19,-5.982,13.612,0,11.554,23.065,23.94,0,21.889,18.614,19.263,18.433,0,0,11.368,33.047,17.838,36.405,29.178,29.027,0,0,0,0,0,5.2,0,0,19,5.84,25.272,0,0,14.1,49.953
20,9.4,6.6,5.7,45.769,18/7/2013,533.252,51.948,16.872,7.288,0,20,-6.47,13.612,0,11.817,23.489,24.323,0,21.042,18.403,0,18.336,0,0,11.346,33.548,18.176,35.904,29.098,28.708,0,0,0,0,0,5.2,0,0,19,5.84,25.718,0,0,7.599,50.306
21,7.2,14.5,12.7,45.709,18/7/2013,493.178,52.096,16.798,28.386,0,21,2.319,13.612,0,24.581,23.885,24.46,0,24.214,0,0,0,0,0,11.521,33.842,5.962,36.016,29.488,29.258,0,0,0,0,0,5.2,0,0,19,5.91,25.829,0,0,-11.206,0
22,4.8,11.4,7.9,45.737,18/7/2013,433.383,51.948,16.946,22.884,0,22,10.01,13.612,1.848,14.916,15.34,16.297,0,0,0,0,0,0,0,11.411,33.371,8.524,21.431,28.708,28.618,0,0,0,0,0,0,0,0,18.7,5.91,25.662,0,0,-6.006,36.428
23,5,9.1,8.7,42.547,18/7/2013,397.941,51.8,16.872,13.842,0,23,9.156,13.073,12.144,7.456,16.543,17.747,0,0,0,0,0,0,0,11.404,33.076,2.659,0,28.718,28.788,0,0,0,0,0,0,0,0,18,5.91,25.885,0,0,-.604,38.037
0,-1.7,8.9,7.4,15.303,19/7/2013,372.674,52.54,17.02,11.08,0,00,-1.343,13.994,11.088,14.916,7.369,8.272,0,0,0,0,0,0,0,11.609,20.085,2.627,0,28.818,28.328,0,0,0,0,0,0,0,0,17.8,5.8,25.857,0,0,-7.617,38.037
1,-.4,9.8,8.3,0,19/7/2013,360.989,52.318,16.946,13.952,0,01,-11.475,13.634,10.164,11.449,19.223,0,0,0,0,0,0,0,0,11.499,0,2.675,0,28.888,28.938,0,0,0,0,0,0,0,0,19,5.84,25.495,0,0,-6.903,39.425
2,8,15.501,12.8,0,19/7/2013,352.651,50.024,9.398,22.262,0,02,-16.114,13.612,10.164,16.177,7.438,0,0,0,0,0,0,0,0,11.448,0,2.643,0,28.818,28.718,0,0,0,0,0,0,0,0,19.1,5.84,25.439,0,0,-6.702,37.615
3,2.4,10.8,5.1,0,19/7/2013,339.255,45.066,14.43,10.555,0,03,-17.701,13.589,10.824,14.863,0,0,0,0,0,0,0,0,0,6.621,0,2.707,0,29.058,28.708,0,0,0,0,0,0,0,0,19.1,5.76,25.801,0,0,-5.603,45.394
4,12.1,2.9,1,0,19/7/2013,337.683,51.578,16.65,4.329,0,04,-25.025,13.544,9.372,1.05,15.381,16.667,0,0,0,0,0,0,0,6.944,0,2.707,0,29.038,28.818,0,0,0,0,0,0,0,0,19.1,5.76,25.857,0,0,12.488,47.191
5,5.9,2.2,1.9,0,19/7/2013,354.908,51.06,16.724,5.573,0,05,-24.781,13.275,9.9,1.47,11.266,0,0,0,0,0,0,0,0,11.294,29.247,2.691,0,28.908,28.597,0,0,0,0,0,0,0,0,19.2,5.6,25.829,0,0,9.595,44.632
6,10.5,12.4,11.2,0,19/7/2013,331.039,45.214,14.8,28.365,0,06,0,13.814,9.768,12.657,0,0,0,0,0,0,0,0,0,11.463,30.278,2.643,0,28.888,29.058,0,0,0,0,0,0,0,0,19,6,25.467,0,0,-3.003,22.497
7,16.901,33.701,20.301,0,19/7/2013,344.036,44.474,14.726,37.735,0,07,10.498,14.083,10.428,26.787,0,0,0,0,0,0,0,0,0,11.551,0,2.643,0,29.228,29.178,0,0,0,0,0,0,0,0,19,5.67,25.467,0,0,-15.912,26.925
8,19.501,35.301,22.701,0,19/7/2013,361.874,52.096,16.798,37.877,0,08,8.667,13.679,10.56,38.291,0,0,0,0,0,0,0,0,0,0,0,2.643,0,29.218,28.888,0,0,0,0,0,0,0,0,19.2,5.67,25.328,0,0,-19.117,29.498
9,9.8,30.201,21.101,0,19/7/2013,373.447,51.8,16.872,38.996,0,09,15.748,13.679,11.088,33.038,10.856,0,0,0,0,0,0,0,0,0,0,2.691,0,23.269,23.009,0,0,0,0,0,0,0,0,18,5.7,25.551,0,0,-23.109,50.035
10,16.201,39.201,22.501,0,19/7/2013,386.1,52.244,16.428,42.968,0,10,15.137,13.679,10.032,32.723,10.145,0,0,0,0,0,0,0,0,11.565,0,2.61,0,22.998,23.038,0,0,0,0,0,0,0,0,18,5.5,25.773,0,0,-21.406,46.627
11,18.801,36.801,22.501,0,19/7/2013,392.266,51.726,16.724,44.009,0,11,5.86,13.567,10.824,32.407,7.178,0,0,0,0,0,0,0,0,11.682,0,2.675,0,22.319,22.119,0,0,0,0,0,0,0,0,19.6,5.5,25.662,0,0,-20.71,46.537
12,25.401,34.601,22.601,0,19/7/2013,398.718,51.43,16.798,43.92,0,12,0,13.612,10.164,31.148,8.053,0,0,0,0,0,0,0,0,11.316,0,2.691,0,28.808,27.999,0,0,0,0,0,0,0,0,19.5,5.36,25.857,0,0,-10.602,43.564
13,41.701,38.001,22.501,0,19/7/2013,406.927,51.652,16.65,43.741,0,13,-10.62,14.016,10.824,34.351,8.08,0,0,0,0,0,0,0,0,11.148,0,2.643,0,28.429,27.798,0,0,0,0,0,0,0,0,19.3,5.13,26.024,0,0,-1.611,50.071
14,41.601,39.001,22.601,0,19/7/2013,392.304,51.874,16.576,43.994,0,14,-7.447,13.657,10.692,36.925,8.217,0,0,0,0,0,0,0,0,11.404,0,2.578,0,28.378,27.978,0,0,0,0,0,0,0,0,19.3,5.04,25.885,0,0,-4.413,37.702
15,58.102,38.501,22.601,0,19/7/2013,385.868,51.504,16.502,41.934,0,15,-22.828,13.836,9.768,36.873,7.356,0,0,0,0,0,0,0,0,11.199,0,2.659,0,28.729,28.037,0,0,0,0,0,0,0,0,19.3,4.87,25.968,0,0,15.986,43.359
16,22.501,27.201,18.001,2.008,19/7/2013,376.377,51.578,16.502,35.081,0,16,2.075,13.836,10.296,27.943,8.955,0,0,0,0,0,0,0,0,11.397,0,2.659,0,29.138,27.818,0,0,0,0,0,0,0,0,19.2,5.04,25.801,0,0,-8.405,46.232
17,21.801,30.401,20.401,0,19/7/2013,392.186,52.17,16.428,42.165,0,17,0,13.544,10.428,25.894,8.627,0,0,0,0,0,0,0,0,11.243,0,2.659,0,29.138,27.699,0,0,0,0,0,0,0,0,19.3,5.36,26.135,0,0,-16.718,43.061
18,7.4,21.101,12.7,4.11,19/7/2013,397.464,51.726,16.428,32.971,0,18,15.992,13.994,10.032,19.066,12.743,13.877,10.459,18.253,0,0,0,0,0,11.243,0,2.659,0,28.978,28.438,0,0,0,0,0,0,0,0,19.5,5.5,25.773,0,0,-13.916,47.389
19,-1.1,12.4,9.1,41.233,19/7/2013,507.691,51.948,16.502,29.952,0,19,13.062,13.544,10.032,14.81,21.671,22.573,0,24.009,0,0,0,0,0,11.411,32.782,2.659,31.952,28.918,28.478,0,0,0,0,0,0,0,0,19.3,5.76,25.857,0,0,-10.108,50.25
20,4.5,20.701,13.2,32.069,19/7/2013,505.389,53.872,16.798,24.101,0,20,5.737,13.387,10.032,12.762,23.708,24.637,24.419,24.255,0,0,0,0,0,11.514,32.87,2.659,0,29.148,28.467,0,0,0,0,0,0,0,0,19,5.76,25.885,0,0,-5.603,49.939
21,-1.9,11.7,8.8,32.063,19/7/2013,479.816,51.948,16.872,16.732,0,21,4.517,13.724,10.032,10.294,23.325,24.2,24.624,24.255,0,0,0,0,0,11.309,32.399,2.659,0,29.238,28.548,0,0,0,0,0,0,0,0,18,5.67,25.968,0,0,-2.417,44.957
22,0.7,13.6,10.3,21.617,19/7/2013,413.591,51.948,16.798,13.736,0,22,10.254,13.724,9.768,12.132,7.219,7.916,16.489,15.901,0,0,0,0,0,11.426,32.959,2.659,0,29.008,28.528,0,0,0,0,0,0,0,0,19.4,5.83,25.912,0,0,-5.512,46.606
23,7.4,14.3,11.8,0,19/7/2013,393.883,52.096,16.872,20.374,0,23,-2.441,13.859,9.9,10.031,7.465,8.326,0,16.024,0,0,0,0,0,11.265,32.693,2.675,0,28.948,27.358,0,0,0,0,0,0,0,0,19.2,5.84,25.801,0,0,-2.71,40.467
0,-4.1,17.901,15.301,0,20/7/2013,346.493,51.726,16.946,26.954,0,00,5.371,14.061,11.22,14.391,8.19,0,0,0,0,0,0,0,0,0.264,0,2.675,0,30.428,28.808,0,0,0,0,0,0,0,0,19.1,5.9,25.885,0,0,-16.608,30.877
1,6.2,11.4,11.4,0,20/7/2013,332.111,51.282,16.798,20.798,0,01,-15.259,13.769,10.824,9.505,0,0,0,0,0,0,0,0,0,0,0,2.675,0,29.868,29.188,0,0,0,0,0,0,0,0,19.2,5.91,25.829,0,0,-3.717,32.9
2,14.2,13.6,9.7,0,20/7/2013,327.245,50.986,16.576,16.496,0,02,-22.462,13.275,10.164,12.237,0,0,0,0,0,0,0,0,0,0,0,2.643,0,29.558,28.767,0,0,0,0,0,0,0,0,19.3,5.91,25.745,0,0,3.186,35.241
3,8.7,13.8,11.7,0,20/7/2013,321.425,51.134,0.74,24.449,0,03,-16.846,13.612,10.428,11.501,3.309,0,0,0,0,0,0,0,0,0,0,2.659,0,29.548,28.259,0,0,0,0,0,0,0,0,19,5.6,25.634,0,0,-4.303,30.843
4,8.1,19.801,12.4,0,20/7/2013,329.19,48.84,16.132,19.361,0,04,-10.987,13.589,9.9,16.597,0,0,0,0,0,0,0,0,0,0,0,2.659,0,29.078,28.718,0,0,0,0,0,0,0,0,18.7,5.6,25.829,0,0,-5.31,30.192
5,15.1,16.101,13.8,0,20/7/2013,348.439,44.4,14.282,27.891,0,05,-28.077,13.589,10.56,24.371,0,0,0,0,0,0,0,0,0,0,0,2.659,0,28.848,28.888,0,0,0,0,0,0,0,0,18,5.67,25.606,0,0,-4.01,20.238
6,6.8,15.501,13,0,20/7/2013,333.615,44.918,14.504,26.106,0,06,-8.057,13.589,10.956,12.447,10.828,0,0,0,0,0,0,0,0,0,0,2.707,0,29.067,28.458,0,0,0,0,0,0,0,0,19.1,5.84,25.996,0,0,-8.515,30.583
7,1.7,14.8,9.7,14.161,20/7/2013,350.983,52.244,16.872,20.729,0,07,13.916,13.589,10.692,16.649,7.985,8.969,0,0,0,0,0,0,0,11.668,0,2.643,0,28.048,28.188,0,0,0,0,0,0,0,0,19.1,5.76,26.024,0,0,-11.609,47.169
8,-.9,16.301,12.6,16.283,20/7/2013,400.202,52.096,17.094,15.541,0,08,13.062,13.589,10.56,15.494,23.844,24.432,0,0,0,0,0,0,0,11.536,22.854,0,0,28.158,28.429,0,0,0,0,0,0,0,0,19,5.51,26.246,0,0,-11.316,37.901
9,7.7,12,10.1,37.562,20/7/2013,416.594,50.098,0,16.871,0,09,-1.953,13.589,9.9,12.447,23.216,23.968,0,21.37,0,0,0,0,0,11.514,25.299,0,0,28.037,28.678,0,0,0,0,0,0,0,0,19.2,5.6,26.191,0,0,8.295,40.887
10,-7.1,5.2,5.3,48.13,20/7/2013,417.6,51.134,0,7.454,0,10,14.039,13.589,10.956,6.932,19.114,20.18,21.479,19.333,0,0,0,0,0,11.646,27.067,0,0,28.018,27.888,0,0,0,0,0,0,0,0,18,5.51,26.107,0,3.562,-6.702,48.362
11,-.1,6.2,6.2,49.159,20/7/2013,437.006,50.172,0,11.984,0,11,0,0,10.824,2.73,18.157,19.278,15.217,14.329,0,0,0,0,0,11.28,26.537,0,34.234,28.628,27.988,0,0,0,0,0,0,0,0,18,5.84,26.107,0,0,0.586,46.635
12,-1.2,8,7.3,52.367,20/7/2013,429.557,52.096,16.724,19.02,0,12,9.278,0,11.352,13.708,7.192,8.067,0,16.42,0,0,0,0,0,11.331,26.772,0,36.378,28.698,28.637,0,0,0,0,0,0,0,0,19.3,5.6,26.107,0,0,-5.2,37.376
13,1.9,14.1,10.5,52.213,20/7/2013,419.923,51.208,15.984,20.416,0,13,8.789,0,10.692,14.181,14.315,15.286,0,15.463,0,0,0,0,0,11.133,26.154,0,0,28.928,28.698,0,0,0,0,0,0,0,0,19.2,5.44,25.857,0,0,-7.709,37.376
14,-4.1,2.1,1.6,52.216,20/7/2013,371.764,52.022,16.28,6.448,0,14,7.813,0,10.032,8.718,16.762,17.61,0,15.805,0,0,0,0,0,11.36,0,1.499,0,28.968,28.259,0,0,0,0,0,0,0,0,19.4,5.04,26.052,0,0,-2.106,50.014
15,3,1.3,1.2,45.549,20/7/2013,368.521,51.578,16.058,5.518,0,15,0,0,9.9,1.208,23.134,24.104,14.411,14.383,0,0,0,0,0,11.075,0,0.806,0,28.948,28.228,0,0,0,0,0,0,0,0,18.4,5.28,25.745,0,0,5.383,39.971
16,-4.6,4.8,4,45.825,20/7/2013,380.746,52.17,16.576,8.165,0,16,12.696,0,10.296,4.569,23.585,24.514,16.543,16.366,0,0,0,0,0,11.192,0,0,0,29.058,28.467,0,0,0,0,0,0,0,0,18,5.28,25.996,0,0,-3.113,40.327
17,0.3,7.2,7,46.217,20/7/2013,386.641,52.17,16.576,30.585,0,17,14.527,13.477,10.56,24.739,7.137,7.67,0,0,0,0,0,0,0,11.433,0,0,0,29.197,28.767,0,0,0,0,0,0,0,0,19.6,5.28,25.662,0,0,-11.005,47.193
18,12.6,23.301,17.501,15.526,20/7/2013,414.946,52.096,16.576,43.642,0,18,6.714,13.657,10.164,30.149,11.69,12.838,0,0,0,0,0,0,0,11.243,0,0,0,29.408,29.118,0,0,0,0,0,0,0,0,19.4,5.5,25.857,0,0,-11.609,48.118
19,3.3,22.401,13.4,46.421,20/7/2013,502.733,52.392,16.946,28.722,0,19,16.968,13.724,10.032,18.12,20.919,21.548,15.19,15.491,0,0,0,0,0,11.463,32.605,0,25.829,28.928,29.008,0,0,0,0,0,5.2,0,0,19.8,5.67,25.773,0,9.201,-14.704,37.916
20,18.301,33.001,19.101,46.459,20/7/2013,500.735,51.208,16.132,30.19,0,20,4.151,13.657,10.032,30.149,15.682,16.872,14.766,14.534,0,0,0,0,0,11.111,32.252,0,0,29.868,28.868,0,0,0,0,0,0,0,0,19.3,5.67,25.662,0,0,-4.614,48.135
21,7.2,14.7,13.1,22.628,20/7/2013,456.134,51.8,17.02,30.767,0,21,8.057,13.275,10.296,15.231,21.206,22.094,0,24.692,0,0,0,0,0,11.324,32.34,0,0,29.378,29.378,0,0,0,0,0,0,0,0,20,5.76,25.634,0,0,-5.017,48.024
22,0.4,11.8,9.7,0,20/7/2013,396.684,52.318,16.724,27.227,0,22,3.662,13.724,10.956,16.649,10.446,11.608,0,0,0,0,0,0,0,11.639,32.929,0,0,29.078,29.038,0,0,0,0,0,0,0,0,19.5,5.9,26.024,0,0,-13.916,41.004
23,-.9,6.1,4.6,0,20/7/2013,371.378,52.022,16.576,8.431,0,23,-13.916,13.499,10.56,11.344,19.004,20.358,0,0,0,0,0,0,0,11.411,0,0,0,28.989,28.268,0,0,0,0,0,0,0,0,18.5,5.67,25.801,0,0,-1.41,47.074
0,-.9,8.5,6.2,0,21/7/2013,341.608,52.318,17.242,12.264,0,00,-14.771,13.365,10.56,8.034,8.231,0,0,0,0,0,0,0,0,11.529,0,0,0,29.098,28.548,0,0,0,0,0,0,0,0,18.4,5.67,25.801,0,0,-4.614,39.158
1,-3.1,3.9,3.5,0,21/7/2013,326.46,52.318,16.798,12.391,0,01,-11.109,13.41,11.22,15.704,0,0,0,0,0,0,0,0,0,0,0,0,0,28.288,28.597,0,0,0,0,0,0,0,0,18.4,5.72,25.745,0,0,-5.914,46.78
2,-.9,3,3.3,0,21/7/2013,322.253,51.282,16.798,9.954,0,02,-17.09,13.41,10.428,6.196,6.658,0,0,0,0,0,0,0,0,0,0,0,0,29.108,28.448,0,0,0,0,0,0,0,0,18.2,5.82,25.551,0,0,1.483,50.245
3,5.6,8.6,6.8,0,21/7/2013,319.85,50.616,6.29,11.505,0,03,-22.462,13.387,10.428,5.199,9.899,0,0,0,0,0,0,0,0,0,0,0,0,28.178,28.438,0,0,0,0,0,0,0,0,18.2,5.82,25.189,0,0,7.398,50.14
4,8.8,13.5,11.4,0,21/7/2013,325.008,45.806,14.282,35.96,0,04,-9.766,13.275,10.296,21.166,0,0,0,0,0,0,0,0,0,0,0,0,0,29.438,28.448,0,0,0,0,0,0,0,0,18.2,5.84,25.69,0,0,-5.805,24.226
5,0.1,7.3,6.9,0,21/7/2013,327.03,52.096,16.724,11.075,0,05,-9.278,13.881,10.824,6.459,0,7.602,0,12.907,0,0,0,0,0,0,0,0,0,30.028,29.118,0,0,0,0,0,0,0,0,19.6,5.9,25.467,0,0,0.989,39.87
6,3.7,6.2,6.9,0,21/7/2013,309.62,44.844,14.504,18.945,0,06,-14.649,13.926,11.616,9.558,0,8.914,0,0,0,0,0,0,0,0,0,0,0,29.678,28.448,0,0,0,0,0,0,0,0,19,5.8,25.829,0,0,1.996,30.192
7,5.8,17.801,10.2,0,21/7/2013,332.582,45.658,13.616,24.635,0,07,-7.935,13.926,10.824,8.717,18.444,0,0,0,0,0,0,0,0,0,0,0,0,28.429,28.648,0,0,0,0,0,0,0,0,19.4,5.49,26.107,0,0,-2.417,37.769
8,-1.1,14.2,8,0,21/7/2013,343.123,51.726,16.428,10.718,0,08,12.085,13.657,10.56,22.848,24.323,0,0,24.364,0,0,0,0,0,0,0,0,0,28.948,28.738,0,0,0,0,0,0,0,0,19.8,5.84,25.662,0,0,-9.503,35.299
9,7.7,14.3,12.2,0,21/7/2013,363.402,51.726,16.798,19.644,0,09,4.028,13.657,10.428,11.764,14.465,15.655,0,24.405,0,0,0,0,0,0,0,1.724,0,28.848,28.689,0,0,0,0,0,0,0,0,19.4,5.51,25.718,0,0,-1.813,50.402
10,3.2,11.1,7.9,0,21/7/2013,370.674,51.948,16.65,15.655,0,10,5.737,13.949,10.032,13.13,14.725,15.696,20.29,19.606,0,0,0,0,0,0,0,2.143,0,28.488,28.528,0,0,0,0,0,0,0,0,19.3,5.6,25.885,0,0,-3.406,47.405
11,10.8,31.001,14.4,0,21/7/2013,380.091,51.8,16.65,40.628,0,11,7.447,13.836,10.164,28.52,9.27,10.227,0,15.846,0,0,0,0,0,0,0,1.37,0,29.448,28.748,0,0,0,0,0,0,0,0,19.3,5.91,25.829,0,0,-13.404,25.789
12,8.2,15,14.1,0,21/7/2013,376.57,51.652,16.946,38.841,0,12,7.08,13.836,10.296,23.688,19.087,20.126,0,16.038,0,0,0,0,0,0,0,2.208,0,28.678,29.848,0,0,0,0,0,0,0,0,18.8,5.67,25.801,0,0,-8.515,25.789
13,9.5,22.201,14,0,21/7/2013,370.26,51.208,16.65,33.843,0,13,7.569,13.881,9.9,26.156,13.563,14.383,0,19.948,0,0,0,0,0,0,0,2.61,0,28.938,28.989,0,0,0,0,0,0,0,0,18.2,5.84,25.885,0,0,-9.412,25.789
14,-2.7,2.3,2.5,0,21/7/2013,354.865,51.948,16.798,13.299,0,14,10.865,13.297,10.56,7.562,22.833,23.667,24.282,23.749,0,0,0,0,0,0,0,2.755,0,28.478,29.088,0,0,0,0,0,0,0,0,18,6,25.745,0,0,-.604,30.336
15,14.2,27.201,18.301,0,21/7/2013,361.99,51.874,16.798,35.032,0,15,10.498,13.702,10.032,33.616,6.658,7.328,0,14.588,0,0,0,0,0,0,0,2.675,0,28.308,29.138,0,0,0,0,0,0,0,0,19.6,5.67,25.69,0,0,-8.716,31.761
16,7.3,29.101,18.101,0,21/7/2013,356.732,45.436,14.8,40.142,0,16,16.358,13.949,10.56,29.204,8.19,7.903,0,16.311,0,0,0,0,0,0,0,2.884,0,28.318,28.918,0,0,0,0,0,0,0,0,19.6,5.84,25.801,0,0,-20.215,15.117
17,5.4,27.001,12.9,0,21/7/2013,361.078,51.504,16.946,21.795,0,17,10.498,13.544,10.428,11.134,14.739,14.684,0,15.053,0,0,0,0,0,0,0,2.788,0,28.408,28.859,0,0,0,0,0,0,0,0,19.3,5.76,25.606,0,0,-7.306,43.59
18,9.1,8.5,5.9,28.829,21/7/2013,392.118,51.874,16.65,23.777,0,18,0,13.544,9.9,10.871,15.409,15.381,14.944,14.643,0,0,0,0,0,11.521,0,2.788,0,28.478,29.027,0,0,0,0,0,0,0,0,19.3,5.91,25.829,0,0,7.691,37.63
19,2.2,19.301,14.4,42.348,21/7/2013,500.254,51.43,16.798,25.779,0,19,10.01,13.544,10.296,22.585,20.003,19.921,18.977,19.182,0,0,0,0,0,11.595,28.068,2.691,0,28.318,28.918,0,0,0,0,0,0,0,0,19.5,5.67,25.69,0,0,-14.209,48.572
20,7.4,24.201,18.801,42.346,21/7/2013,484.46,51.948,17.168,34.668,0,20,14.283,13.499,10.296,26.892,19.483,20.59,20.249,20.631,0,0,0,0,0,11.624,0,2.659,0,28.538,28.978,0,0,0,0,0,0,0,0,19.3,5.6,26.358,0,0,-15.418,46.896
21,12.6,27.501,19.001,0.708,21/7/2013,454.962,51.578,16.428,25.314,0,21,1.221,13.297,10.56,22.27,23.762,24.542,21.356,22.614,0,0,0,0,0,11.536,0,2.659,0,28.478,29.168,0,0,0,0,0,0,0,0,18.8,5.6,26.052,0,0,-5.512,48.295
22,10,18.801,15.701,0,21/7/2013,386.597,51.726,17.094,31.789,0,22,11.719,13.634,10.692,15.756,23.311,24.542,0,19.729,0,0,0,0,0,0,0,2.675,0,28.597,29.378,0,0,0,0,0,0,0,0,18.5,5.67,25.968,0,0,-6.5,42.311
23,6.2,18.001,13.4,0,21/7/2013,345.718,51.874,16.502,23.169,0,23,3.54,13.634,11.22,15.231,13.413,11.84,0,0,0,0,0,0,0,0,0,2.627,0,28.978,29.098,0,0,0,0,0,0,0,0,19,5.67,25.69,0,0,-6.702,37.644
0,9.7,33.501,20.901,0,22/7/2013,323.204,44.548,13.764,33.742,0,00,11.841,13.724,10.428,22.848,15.067,11.389,0,0,0,0,0,0,0,0,0,2.627,0,28.588,28.288,0,0,0,0,0,0,0,0,19.4,5.9,25.912,0,0,-14.118,0
