,AMY-L9030,AMY1,AMY2,CEN,Date,Demanda,EEC,EEC20,EOL,GSR,HORA,HPA1,HPA2,LNI-L9040,MTR,NSL,PBP,PCA1,PCA2,PCF1,PCF2,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PEN3,PEN4,PHC1,PHC2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,PNI1,PNI2,SND-L9090,TCPI-L9150,TPC
17,10.3,18.401,14,51.456,21/8/2013,503.001,50.616,16.428,29.018,0,17,0,4.967,0,13.612,0,14.023,23.407,24.214,15.915,14.342,0,0,0,0,0,8.042,29.512,0,39.244,21.459,20.739,0,0,0,0,0,0,0,0,22,5.9,25.718,0,0,0,38.283
18,5.6,8.4,5,50.986,21/8/2013,492.763,50.616,16.428,12.78,0,18,0,0,-1.587,13.634,0,6.826,23.913,24.309,18.006,18.225,0,0,0,0,0,9.632,30.16,13.455,40.107,21.408,21.169,0,0,0,0,0,5.2,0,0,22,5.9,25.745,0,0,4.999,47.089
19,2,10.2,9.1,51.201,21/8/2013,590.526,50.616,16.428,22.414,0,19,0,0,10.376,13.657,0,16.072,23.079,23.721,15.081,13.782,16.793,18.458,18.238,17.225,16.504,9.683,31.78,16.404,39.244,21.398,21.089,0,0,0,0,0,5.2,0,0,22,5.9,25.578,0,0,0,42.284
20,6.2,10.3,9.1,51.679,21/8/2013,559.656,50.616,16.428,20.054,0,20,0,0,3.296,13.634,0,19.959,22.505,23.106,16.858,15.833,0,18.641,18.397,0,0,9.544,31.721,16.323,39.3,21.639,21.218,0,0,0,0,0,5.2,0,0,22,5.9,25.551,0,0,0,49.137
21,5.1,8.5,6.4,51.663,21/8/2013,510.798,50.616,16.428,14.814,0,21,0,0,9.522,13.634,0,13.498,23.844,24.637,22.067,21.452,0,0,1.648,0,0,9.676,32.104,17.483,38.994,22.048,21.358,0,0,0,0,0,5.2,0,0,22,5.9,25.411,0,0,0,50.021
22,-4.7,3.7,3,51.747,21/8/2013,451.923,50.616,16.428,9.187,0,22,0,0,10.01,13.679,0,5.46,24.063,24.473,17.104,0,0,0,2.686,0,0,9.837,32.31,5.43,39.996,22.038,21.228,0,0,0,0,0,0,0,0,22,5.9,25.801,0,0,0,48.237
23,7,10.1,6.8,29.554,21/8/2013,401.036,50.616,16.428,11.667,0,23,0,0,8.057,12.421,0,14.128,23.995,24.528,18.95,0,0,0,0,0,0,9.785,30.896,8.685,0,21.719,21.108,0,0,0,0,0,0,0,0,22,5.9,25.773,0,0,0,43.51
0,-6.3,1.4,1.6,29.021,22/8/2013,382.62,48.9345,15.6655,2.781,0,00,0,0,-1.709,13.657,0,1.838,23.995,24.473,24.583,0,0,0,0,0,0,9.632,32.134,0,0,21.948,21.029,0,0,0,0,0,0,0,0,20,5.66,25.745,0,0,3.79,39.684
1,-2.7,2,1.5,29.581,22/8/2013,371.987,49.0103,15.6898,5.177,0,01,0,0,-3.906,13.657,0,5.041,24.009,24.501,0,0,0,0,0,0,0,9.639,31.692,0,0,21.849,21.369,0,0,0,0,0,0,0,0,20.2,5.76,25.578,0,0,2.582,48.251
2,-5.6,2.4,2.1,28.605,22/8/2013,362.416,49.2375,15.7625,6.176,0,02,0,0,-6.592,13.589,0,1.627,19.087,20.112,0,0,0,0,0,0,0,9.617,30.631,0,0,21.998,20.939,0,0,0,0,0,0,0,0,20.1,5.75,25.356,0,0,1.392,41.783
3,1.5,0.8,0.8,28.996,22/8/2013,361.77,47.5,8.796,6.324,0,03,0,0,-13.062,14.016,0,4.2,22.887,23.803,0,0,0,0,0,0,0,9.566,30.101,0,0,21.868,20.819,0,0,0,0,0,0,0,0,20.1,5.76,25.523,0,0,8.698,45.852
4,-3.8,1.7,2.3,22.861,22/8/2013,362.805,47.5,17.768,6.234,0,04,0,0,-10.498,1.932,0,0.577,23.858,24.46,0,0,0,0,0,0,0,9.888,30.896,0,0,21.859,20.918,0,0,0,0,0,0,0,0,20.1,5.76,25.356,0,0,3.79,50.504
5,-3.7,1.4,1.5,22.848,22/8/2013,392.404,47.5,17.922,6.161,0,05,0,0,-6.592,13.971,0,7.457,23.68,24.542,16.024,0,0,0,0,0,0,9.742,30.72,0,0,21.899,20.978,0,0,0,0,0,0,0,0,20,5.83,25.189,0,0,3.699,50.485
6,-.5,3.4,3,38.676,22/8/2013,397.998,47.5,16.435,10.836,0,06,0,0,-7.691,0,0,3.203,23.53,24.255,24.296,0,0,0,0,0,0,9.617,30.307,0,0,22.008,20.939,0,0,0,0,0,0,0,0,20,5.9,25.857,0,0,3.992,48.988
7,-.3,5.2,3.8,50.96,22/8/2013,406.232,47.5,17.153,12.497,0,07,0,0,0,0,0,1.259,18.17,19.223,16.776,0,0,0,0,0,0,9.698,30.926,0,38.827,21.538,20.758,0,0,0,0,0,0,0,0,20,5.84,25.69,0,0,3.186,39.833
8,-4.4,7.3,5.2,48.566,22/8/2013,473.097,47.5,16.384,14.99,0,08,0,0,6.47,0,0,6.511,23.858,24.405,18.129,16.995,0,0,5.786,0,0,9.595,30.572,9.362,37.491,21.878,20.869,0,0,0,0,0,5.2,0,0,19.8,5.67,25.69,0,0,-6.903,46.513
9,-4.3,6.7,5,51.914,22/8/2013,516.738,47.5,17.512,11.379,0,09,0,0,9.156,0,0,12.132,23.653,24.528,16.831,15.477,0,18.165,18.152,4.761,0,9.69,30.808,17.338,37.769,21.389,21.079,0,0,0,0,0,5.2,0,0,20.1,5.44,25.857,0,0,-.604,48.185
10,-3.4,9.8,6.3,51.736,22/8/2013,541.081,47.5,17.768,11.557,0,10,7.182,0,13.306,0,0,15.809,20.057,20.973,21.78,20.399,0,18.592,18.311,17.151,0,9.705,30.838,16.517,37.714,21.488,20.959,0,0,0,0,0,5.2,0,0,20,5.51,25.634,0,0,-7.617,44.89
11,-2.9,13.4,8.5,49.002,22/8/2013,561.442,47.5,16.948,15.206,0,11,7.162,0,12.207,0,0,8.192,23.817,24.46,21.301,19.866,15.827,18.616,18.226,18.116,0,9.243,30.278,16.21,38.242,21.519,20.789,0,0,0,0,0,5.2,0,0,20,5.21,25.773,0,3.452,-6.409,49.189
12,-9.3,6.8,6,48.459,22/8/2013,557.824,47.5,17.717,19.248,0,12,7.175,0,14.527,0,0,10.451,23.817,24.528,17.61,15.737,15.014,18.458,18.152,18.25,0,9.178,30.219,16.42,37.825,21.398,20.888,0,0,0,0,0,5.2,0,0,20.1,5.23,25.662,0,4.761,-13.001,47.775
13,8.2,5.4,3.8,50.194,22/8/2013,533.339,47.5,16.538,10.572,0,13,7.131,0,0,0,0,2.729,23.817,24.323,18.28,16.858,14.93,17.627,17.859,17.969,0,8.606,29.041,16.146,37.686,21.549,21.069,0,0,0,0,0,5.2,0,0,20.1,4.96,25.829,0,0,10.089,47.402
14,-3.9,2.3,2,48.499,22/8/2013,565.499,47.5,17.922,8.196,0,14,7.13,0,11.597,0,0,2.414,23.817,24.596,24.323,23.489,14.986,16.968,18.177,18.055,15.918,8.848,29.541,16.452,38.242,31.588,10.559,0,0,0,0,0,5.2,0,0,19.8,4.8,42.556,0,0,-2.509,46.811
15,-3.8,1.8,0.8,51.701,22/8/2013,571.5,47.5,16.281,5.301,0,15,7.118,0,2.075,0,0,4.515,23.844,24.255,18.758,17.432,13.572,16.81,17.933,17.945,15.82,8.811,28.893,17,37.547,24.739,18.199,0,0,0,0,0,5.2,0,0,19.9,4.89,47.539,0,0,4.193,49.052
16,-6,7.9,5.6,47.889,22/8/2013,542.038,47.5,17.204,7.711,0,16,0,0,4.273,0,0,6.353,23.776,24.501,23.53,23.051,13.936,16.895,17.933,18.006,15.82,9.243,29.041,16.42,38.242,0,0,0,0,0,0,0,5.2,0,0,20,5.5,47.344,0,0,-1.41,50.306
17,4.6,20.401,13.1,51.051,22/8/2013,494.094,47.5,18.076,34.468,0,17,0,0,12.574,0,0,24.633,23.803,24.473,20.755,0,0,18.506,17.835,0,0,10.027,29.983,16.098,39.829,0,3.34,0,0,0,0,0,5.2,0,0,20,5.76,0,0,0,-17.817,48.613
18,16.901,10.9,8.2,26.294,22/8/2013,501.884,47.5,17.307,25.913,0,18,0,0,4.639,0,0,17.648,20.891,21.753,16.475,15.545,4.524,18.592,17.982,16.102,13.086,9.881,30.131,16.065,39.69,24.528,18.428,0,0,0,0,0,5.2,0,0,20.2,5.36,0,0,0,-1.41,48.82
19,-13,-.1,0,45.078,22/8/2013,560.874,47.5,17.255,2.319,0,19,0.664,0,4.273,0,0,0,23.749,24.678,22.026,23.489,15.308,18.751,17.811,18.409,16.016,10.152,31.132,16.613,39.551,24.368,18.289,10.07,30.121,0,0,0,5.2,0,0,19.9,5.6,0,0,0,1.685,49.883
20,5.1,1.7,1.5,44.269,22/8/2013,536.994,47.5,16.896,2.948,0,20,0,0,-3.784,0,0,1.523,23.927,24.555,23.667,23.093,16.457,18.506,17.713,18.055,15.918,9.925,30.631,16.388,39.69,24.259,18.509,0,20.119,0,0,0,5.2,0,0,19.8,5.66,0,0,0,13.092,49.883
21,13,2.1,1.6,47.665,22/8/2013,483.224,47.5,16.743,12.253,0,21,0,0,-9.522,0,0,17.542,24.255,24.569,21.999,22.163,4.118,0,18.128,0,0,9.947,30.248,17.322,39.244,23.349,18.809,0,0,0,0,0,5.2,0,0,20,5.76,0,0,0,11.994,48.543
22,-1.9,0.2,0,50.482,22/8/2013,426.133,47.5,18.127,0,0,22,0,0,0,0,0,0.893,23.68,24.309,18.129,23.298,2.703,0,0,0,0,10.064,30.513,17.338,39.718,23.638,18.629,0,0,0,0,0,5.2,0,0,19.8,5.76,0,0,0,11.39,47.915
23,-7.3,0.2,0,49.931,22/8/2013,398.997,49.682,0,0,0,23,0,0,0,0,0,0,15.45,16.393,23.339,22.436,0,0,0,0,0,8.965,31.014,17.467,39.3,23.479,18.359,0,0,0,0,0,5.2,0,0,20,5.83,0,0,0,3.589,36.971
0,-8.5,0.2,0,50.018,23/8/2013,367.756,47.733,0,0,0,00,0,0,0,0,0,0,16.27,17.665,15.942,0,0,0,0,0,0,10.086,30.661,17.483,39.384,23.508,18.529,0,0,0,0,0,5.2,0,0,20,5.67,0,0,0,3.882,36.851
1,-10,0.2,0,50.022,23/8/2013,362.234,47.99,0,0,0,01,0,0,-9.278,0,0,0,7.451,8.272,0,0,0,0,0,0,0,8.921,31.044,17.58,39.578,23.349,18.299,0,0,0,0,0,5.2,0,0,20,5.6,0,0,0,1.19,46.302
2,-6.3,0,0,49.89,23/8/2013,352.224,48.195,0,1.262,0,02,0,0,-6.958,0,0,0,13.782,14.889,0,0,0,0,0,0,0,10.071,29.659,17.403,39.94,23.368,18.659,0,0,0,0,0,5.2,0,0,20.1,5.76,0,0,0,3.497,32.007
3,-5.5,0,0,50.07,23/8/2013,348.795,47.938,0,0,0,03,0,0,-5.615,0,0,0,11.977,13.002,0,0,0,0,0,0,0,10.027,30.013,17.419,39.718,23.158,18.489,0,0,0,0,0,5.2,0,0,20,6,0,0,0,4.083,38.818
4,-8.1,0,0,50.314,23/8/2013,358.555,47.118,0,0,0,04,0,0,-6.47,0,0,0,14.164,15.081,0,0,0,0,0,0,0,8.679,29.718,17.483,39.829,23.328,18.549,0,0,0,0,0,5.2,0,0,20,5.83,0,0,0,2.399,38.768
5,-3.9,0,0,50.044,23/8/2013,386.042,48.554,0,0,0,05,0,0,-13.428,0,0,0,18.936,19.784,0,0,0,0,0,0,0,8.482,30.337,17.193,39.996,23.718,18.998,0,0,0,0,0,5.2,0,0,20,5.84,0,0,0,6.592,50.343
6,1.7,0,0,44.486,23/8/2013,389.124,47.5,16.538,0,0,06,0,0,0,0,0,0,11.444,12.496,0,0,0,18.812,18.116,0,0,8.518,30.455,17.306,39.161,23.349,18.749,0,0,0,0,0,5.2,0,0,19.8,5.9,0,0,0,3.388,47.638
7,-.9,0,0,44.428,23/8/2013,408.382,47.5,16.64,1.414,0,07,0,0,-1.221,0,0,0,16.502,17.159,0,0,0,18.702,17.249,0,0,8.584,30.896,17.306,39.272,23.319,18.669,0,0,0,0,0,5.2,0,0,19.8,5.9,0,7.042,0,6.391,45.919
8,-13,0,0,47.704,23/8/2013,460.79,47.5,16.896,0,0,08,0,0,5.249,0,0,0,19.333,20.29,14.766,0,14.23,18.458,16.565,0,0,8.526,30.337,16.355,37.686,22.969,18.459,0,0,0,0,0,5.2,0,0,20,5.8,0,25.69,0,1.886,48.161
9,-11.2,0,0,48.176,23/8/2013,510.126,47.5,18.076,0,0,09,2.053,0,12.329,0,0,0,23.749,24.391,17.979,16.434,16.583,18.641,16.675,7.825,16.504,8.606,30.955,15.131,37.881,23.349,18.679,0,0,0,0,0,5.2,0,0,19.5,5.5,0,25.968,6.473,-4.212,48.161
10,-8.2,5.3,3.1,48.268,23/8/2013,527.831,47.5,17.46,9.73,0,10,0,0,17.579,0,0,0.472,20.016,20.878,16.872,15.463,16.723,18.751,16.932,16.907,15.82,8.533,29.423,15.05,38.354,22.858,19.898,0,0,0,0,0,5.2,0,0,19.5,5.28,0,42.696,11.847,-5.017,47.056
11,1.7,0,0,48.082,23/8/2013,538.707,47.5,16.999,0,0,11,1.825,0,-2.075,0,0,0,23.106,23.885,18.43,16.626,16.681,18.555,16.724,16.663,16.016,8.526,29.365,15.163,38.103,22.449,19.118,0,0,0,0,0,5.2,0,0,19.5,5.36,0,47.205,0,9.796,47.534
12,16.301,0,0,48.431,23/8/2013,533.494,47.5,16.23,0,0,12,1.803,1.808,-21.729,0,0,0,16.749,17.719,16.366,14.397,16.639,18.665,16.919,16.688,15.723,8.533,29.276,15.018,38.716,22.069,19.028,0,0,0,0,0,5.2,0,0,20,5.4,0,47.455,0,19.483,49.793
13,-6.1,0,0,48.208,23/8/2013,502.208,47.5,17.102,0,0,13,0,0,8.057,0,0,0,23.475,24.063,22.204,21.465,16.863,18.86,16.944,16.749,15.82,8.643,29.482,16.517,38.437,2.54,1.67,0,0,0,0,0,5.2,0,0,20,5.4,0,47.455,0,1.593,41.161
14,-9.5,0,0,48.34,23/8/2013,526.014,47.5,16.999,0,0,14,0,0,13.672,0,0,0,22.108,22.846,16.051,14.875,16.597,18.799,16.968,16.871,14.453,8.643,29.07,17.919,39.161,21.889,19.009,0,0,0,0,0,5.2,0,0,19,5.36,0,47.678,3.369,0,48.219
15,-5.7,0,0,48.221,23/8/2013,518.175,47.5,16.691,0,0,15,0,0,6.714,0,0,0,18.854,19.907,16.598,15.559,16.541,18.592,16.81,16.736,15.723,8.533,30.396,17.693,38.298,22.069,18.908,0,0,0,0,0,5.2,0,0,20,5.5,0,38.326,0,1.685,48.219
16,4,0.4,0.7,48.276,23/8/2013,499.114,47.5,17.05,3.03,0,16,6.766,6.801,5.86,0,0,0,20.003,20.755,16.557,15.272,16.625,18.714,16.761,4.248,8.887,8.504,30.101,17.693,38.716,22.738,19.199,0,0,0,0,0,5.2,0,0,20,5.66,0,25.69,0,9.687,48.108
17,-3.4,0,0,47.9,23/8/2013,480.574,47.5,16.127,3.508,0,17,0,0,1.953,0,0,0.262,11.963,13.057,20.659,19.702,15.687,18.323,16.724,0,0,8.452,31.486,17.387,39.467,22.508,18.688,0,0,0,0,0,5.2,0,0,20,5.75,0,25.551,0,7.398,48.108
18,-8.8,0,0,50.583,23/8/2013,472.048,47.5,17.768,0.732,0,18,0,0,7.08,0,0,0,11.553,12.51,21.028,20.317,7.255,18.702,14.014,3.015,3.613,8.628,31.81,17.773,39.745,22.539,18.929,0,0,0,0,0,5.2,0,0,20,5.91,0,25.495,0,2.399,48.108
19,2.3,1.6,1.4,50.454,23/8/2013,547.107,47.5,16.333,3.709,0,19,3.409,6.427,-1.465,0,0,0,14.069,15.258,23.94,23.434,14.888,18.555,18.152,16.663,15.82,8.54,31.692,17.645,39.773,22.738,18.919,0,0,0,0,0,5.2,0,0,20,5.91,0,40.608,0,10.291,48.108
20,0,6.8,5.8,50.094,23/8/2013,520.332,47.5,16.435,14.299,0,20,0,0,7.691,0,0,7.667,14.575,15.45,15.573,15.204,16.429,18.592,17.603,17.591,4.004,8.606,32.369,18.918,39.467,22.438,19.219,0,0,0,0,0,5.2,0,0,20.1,5.91,0,25.244,3.388,-2.216,48.108
21,4.7,3.7,1.9,50.116,23/8/2013,490.217,47.5,16.127,15.37,0,21,0,0,-5.493,0,0,11.502,10.582,11.362,14.575,13.836,0,13.501,18.091,2.893,0,8.467,31.81,18.499,39.105,22.619,19.019,0,0,0,0,0,5.2,0,0,20,5.76,0,25.829,0,2.289,48.108
22,-14.4,0.9,0,50.379,23/8/2013,417.89,47.5,17.871,0.795,0,22,6.581,6.583,0,0,0,2.153,8.258,9.133,17.938,0,0,0,0,2.1,0,8.76,32.281,3.223,39.606,22.558,18.998,0,0,0,0,0,0,0,0,20.1,5.76,0,25.912,0,-1.41,48.108
23,-5.9,0,0,43.744,23/8/2013,378.038,47.5,17.871,1.341,0,23,6.566,6.579,-3.784,0,0,0,14.588,15.641,18.225,0,0,0,0,0,0,8.811,32.664,5.849,0,22.568,19.089,0,0,0,0,0,0,0,0,20.1,5.84,0,25.662,0,4.395,48.108
0,-7.1,0,0,28.446,24/8/2013,357.966,47.5,16.999,0,0,00,6.544,6.62,-13.672,0,0,0,8.094,9.051,17.924,0,0,0,0,0,0,8.592,31.928,0,0,22.619,19.118,0,0,0,0,0,0,0,0,20.1,5.67,0,25.662,0,2.49,48.108
1,-4.4,0,0,6.999,24/8/2013,349.644,47.5,17.153,0,0,01,6.058,6.091,-17.823,0,0,0,7.096,8.012,25.075,0,0,0,0,0,0,8.555,30.896,0,0,23.468,18.969,0,0,0,0,0,0,0,0,20.1,5.76,0,25.69,0,3.79,48.108
2,-3.4,0,0,0,24/8/2013,336.093,47.5,17.666,0,0,02,6.058,6.068,-11.353,0,0,0,9.912,10.842,25.075,0,0,0,0,0,0,8.877,31.928,0,0,23.019,18.868,0,0,0,0,0,0,0,0,20,5.76,0,25.439,0,5.988,48.108
3,-3.5,0,0,0,24/8/2013,341.157,47.5,8.18,0,0,03,6.058,6.059,-20.386,0,0,0,10.555,11.485,25.075,0,0,0,0,0,0,8.614,31.869,0,0,23.229,19.118,0,0,0,0,0,0,0,0,20.2,5.91,0,25.718,0,8.185,48.108
4,-4.4,0,0,0,24/8/2013,345.02,47.5,16.64,0,0,04,6.054,6.061,-20.997,0,0,0,8.299,9.188,25.075,0,0,0,0,0,0,8.548,31.869,0,0,23.319,18.818,0,0,0,0,0,0,0,0,20.1,6,0,25.801,0,8.588,46.41
5,8.5,1.1,1.2,0,24/8/2013,355.827,47.5,17.358,4.327,0,05,6.056,6.09,-25.391,0,0,0.893,14.493,15.586,25.075,0,0,0,0,0,0,8.577,31.839,0,0,23.238,19.038,0,0,0,0,0,0,0,0,20.1,5.84,0,25.523,0,15.583,48.046
6,1.3,1.4,1.7,10.779,24/8/2013,351.151,47.5,17.614,8.082,0,06,6.044,6.078,-21.973,0,0,4.778,8.121,9.024,19.674,0,0,0,0,0,0,8.606,31.839,0,0,23.298,18.919,0,0,0,0,0,0,0,0,20.1,6,0,25.551,0,8.991,37.674
7,2,8.8,5.1,0,24/8/2013,373.53,47.5,16.845,6.487,0,07,0,6.291,-10.254,0,0,6.196,21.028,21.889,24.501,0,0,0,0,0,0,8.57,31.869,0,0,23.019,18.939,0,0,0,0,0,0,0,0,20,5.8,0,25.578,0,2.985,49.652
8,-1.7,2.4,2.5,0,24/8/2013,415.111,47.5,17.05,16.182,0,08,6.222,0,-2.441,0,0,9.033,23.995,24.501,15.942,14.739,0,0,0,0,0,8.745,32.222,0,38.632,23.208,18.428,0,0,0,0,0,0,0,0,20,5.7,0,25.189,0,0.897,48.518
9,-.7,9.8,8.8,38.765,24/8/2013,445.384,47.5,17.204,21.971,0,09,5.969,5.994,7.569,0,0,7.667,14.752,15.928,15.231,14.151,0,0,0,0,0,8.76,32.016,0,38.215,23.288,18.348,0,0,0,0,0,5.2,0,0,20,5.4,0,25.384,0,-7.416,44.494
10,4.6,6.7,5.7,47.32,24/8/2013,441.67,47.5,16.999,13.381,0,10,6.244,0,6.592,0,0,5.933,18.526,19.661,20.03,18.786,0,0,0,0,0,8.577,31.603,2.53,38.493,23.338,18.438,0,0,0,0,0,5.2,0,0,20,5.5,0,25.495,0,2.289,49.197
11,1.9,2.3,2.5,47.208,24/8/2013,465.623,47.5,17.358,9.954,0,11,0,0,8.789,0,0,7.562,20.003,20.714,23.188,22.176,0,0,11.756,0,0,8.701,30.69,17.886,39.467,23.158,18.159,0,0,0,0,0,5.2,0,0,19.8,5.5,0,25.356,0,3.992,49.197
12,-9.2,0.6,0.3,50.634,24/8/2013,459.911,47.5,17.409,2.383,0,12,0,0,12.452,0,0,1.102,20.686,21.397,21.274,20.317,0,0,18.421,0,0,8.386,30.455,17.741,40.052,22.589,18.639,0,0,0,0,0,5.2,0,0,20,5.3,0,25.467,0,1.886,49.197
13,-18.001,0,0,50.596,24/8/2013,437.723,47.5,17.512,1.083,0,13,3.174,0,24.659,0,0,0,21.11,22.149,21.274,20.208,0,0,0,0,0,8.379,30.189,17.757,40.135,24.108,18.339,0,0,0,0,0,5.2,0,0,19.8,5.3,0,25.634,9.952,-6.006,48.88
14,-4.4,0.1,0,50.398,24/8/2013,429.872,47.5,16.794,0,0,14,6.71,0,3.662,0,0,0,23.68,24.432,20.7,0,0,0,0,0,0,8.474,30.101,17.935,39.439,22.468,18.279,0,0,0,0,0,5.2,0,0,20,5.3,0,25.745,0,7.984,46.767
15,-5.1,0.1,0,43.754,24/8/2013,415.773,47.5,16.589,0,0,15,6.856,0,8.423,0,0,0,23.544,24.405,16.161,0,0,0,0,0,0,8.328,30.16,17.661,39.133,24.188,18.008,0,0,0,0,0,5.2,0,0,20,5.6,0,25.996,0,7.599,48.101
16,-8.2,0.1,0,50.571,24/8/2013,429.933,47.5,17.05,0,0,16,6.801,0.845,5.737,0,0,0,18.512,19.565,17.542,0,0,0,0,0,0,8.394,31.338,17.725,39.606,23.598,18.088,0,0,0,0,0,5.2,0,0,20,5.99,0,25.773,0,-1.904,46.598
17,13.1,8.9,6.1,51.4,24/8/2013,437.743,47.5,16.281,2.31,0,17,6.86,0,-9.644,0,0,20.956,7.656,8.272,15.833,0,0,0,0,0,0,8.379,30.985,17.564,39.384,23.579,17.939,0,0,0,0,0,5.2,0,0,19.8,5.75,0,25.829,0,11.499,46.649
18,-9.8,7.5,2,48.659,24/8/2013,481.001,47.5,17.614,1.888,0,18,6.86,0,15.381,0,0,6.039,11.608,12.551,17.131,17.788,8.683,19.275,19.056,0,0,8.562,31.574,17.693,39.356,23.359,18.889,0,0,0,0,0,5.2,0,0,20,5.91,0,25.634,3.351,-1.117,48.187
19,-5.9,0.1,0,50.516,24/8/2013,460.937,47.5,18.332,1.024,0,19,0,0,-6.836,0,0,0,0,0,0,0,7.227,18.274,18.372,16.749,15.918,8.672,31.898,17.902,39.411,23.688,18.549,0,0,0,0,0,5.2,0,0,20,0,0,25.328,0,4.193,48.187
20,-5.6,0.1,0,0,24/8/2013,496.27,47.5,17.153,0,0,20,6.754,6.747,4.517,0,0,0,23.954,24.665,24.268,24.132,16.555,18.628,18.287,9.644,0,8.665,0,18.837,39.912,23.728,18.518,0,39.28,0,0,0,5.2,0,0,20,5.8,0,25.662,0,7.196,48.076
21,1.3,0.1,0,51.01,24/8/2013,449.337,47.5,17.102,0,0,21,6.821,6.86,-1.587,0,0,0,8.942,9.844,15.081,14.52,0,9.583,13.184,0,0,8.562,31.751,18.595,38.994,23.628,18.529,0,0,0,0,0,5.2,0,0,20.1,6.07,11.022,25.634,0,10.895,37.661
22,-6.3,0.1,0,54.004,24/8/2013,399.271,47.5,16.948,0,0,22,6.789,6.85,2.564,0,0,0,21.028,21.876,15.956,15.286,0,0,0,0,0,8.526,31.545,0,0,23.548,18.268,0,0,0,0,0,0,0,0,20,0,25.801,10.827,0,8.496,50.426
23,-3.4,0.1,0,47.815,24/8/2013,363.053,47.5,17.563,0,0,23,6.796,6.824,5.86,0,0,0,14.329,15.19,16.584,14.834,0,0,0,0,0,8.555,31.633,0,0,23.498,18.279,0,0,0,0,0,0,0,0,20,6,26.079,0,0,3.497,47.431
0,-4.9,0.1,0,11.934,25/8/2013,345.237,47.5,16.794,0,0,00,6.776,6.838,-12.329,0,0,0,20.276,20.85,0,0,0,0,0,0,0,8.548,31.957,0,0,23.668,18.449,0,0,0,0,0,0,0,0,20,6,25.968,0,0,5.09,48.287
1,-10,0.1,0,0,25/8/2013,334.736,47.5,17.717,0,0,01,6.781,6.823,-17.335,0,0,0,14.192,15.34,0,0,0,0,0,0,0,8.694,31.986,0,0,23.588,18.249,0,0,0,0,0,0,0,0,19.8,6.15,26.052,0,0,2.582,41.998
2,-7.4,0.1,0,0,25/8/2013,324.224,47.5,16.948,0,0,02,6.788,6.772,-17.335,0,0,0,9.953,10.787,0,0,0,0,0,0,0,8.548,31.839,0,0,23.818,18.399,0,0,0,0,0,0,0,0,19.8,6.15,25.606,0,0,5.493,46.366
3,-5.8,0.1,0,0,25/8/2013,325.419,47.5,14.435,0,0,03,6.799,6.819,-14.893,0,0,0,19.251,20.221,0,0,0,0,0,0,0,8.606,31.397,0,0,23.619,18.369,0,0,0,0,0,0,0,0,20,6.15,25.996,0,0,6.189,37.858
4,-4.6,0.1,0,0,25/8/2013,325.293,47.5,7.975,0,0,04,6.781,6.806,-20.142,0,0,0,11.936,13.18,0,15.969,0,0,0,0,0,8.577,31.456,0,0,23.558,18.369,0,0,0,0,0,0,0,0,20.2,6.07,25.996,0,0,6.189,37.62
5,0.9,0.1,0,0,25/8/2013,329.757,47.5,7.258,0,0,05,6.788,6.799,-26.368,0,0,0,14.247,15.149,0,15.668,0,0,0,0,0,8.467,31.162,0,0,23.728,18.399,0,0,0,0,0,0,0,0,20.1,6.09,26.107,0,0,11.097,37.62
6,-4.4,0.1,0,0,25/8/2013,315.835,47.5,6.95,0,0,06,6.777,6.808,-23.927,0,0,0,0,7.93,0,15.327,0,0,0,0,0,8.592,31.81,0,0,23.569,18.459,0,0,0,0,0,0,0,0,20,6.09,25.885,0,0,6.793,39.252
7,-6.2,0.1,0,0,25/8/2013,326.109,47.5,17.666,0,0,07,6.821,6.806,-13.062,0,0,0,0,0,17.87,17.993,0,0,0,0,0,8.745,31.839,0,0,23.909,18.299,0,0,0,0,0,0,0,0,20,6.07,25.801,0,0,4.999,41.323
8,-11.4,0.1,0,10.652,25/8/2013,347.368,0,0,2.354,0,08,6.808,6.813,-12.818,0,0,0,0,0,24.678,24.186,0,0,0,0,0,8.679,32.016,19.159,35.57,23.168,18.899,0,0,0,0,0,5.2,0,0,19.9,5.99,25.829,0,0,1.593,40.523
9,-8.9,4.9,2.8,26.065,25/8/2013,358.868,0,0,6.204,0,09,7.175,0,-15.87,0,0,2.94,0,0,24.46,24.2,0,0,0,0,0,8.687,31.957,0,39.523,22.988,18.828,0,0,0,0,0,0,0,0,19.8,5.8,25.94,0,0,-4.01,45.397
10,-7.3,4.3,2.7,27.101,25/8/2013,358.02,0,0,12.092,0,10,6.811,6.802,-3.906,0,0,2.573,0,0,24.542,24.241,0,0,0,0,0,8.65,31.957,0.854,39.272,22.978,18.979,0,0,0,0,0,1,0,0,19.7,5.44,25.801,0,0,-5.805,50.547
11,-3.6,1.9,1.9,40.515,25/8/2013,378.82,0,0,5.268,0,11,6.786,6.836,1.221,0,0,3.728,0,0,24.624,24.35,0,18.445,0,0,0,8.54,31.574,17.58,38.938,23.248,18.988,0,0,0,0,0,5.2,0,0,19.8,5.44,25.551,0,0,-1.502,45.728
